mention_id,document_id,case_id,text_span,start_char,end_char,entity_type,extracted_value,resolved_entity_id,confidence,resolution_status
EM00043059,DOC008612,C008612,9309876990,277,287,PHONE,9309876990,,0.0,UNRESOLVED
EM00043060,DOC008612,C008612,Dhankawadi,129,139,LOCATION,Dhankawadi,,0.45,AMBIGUOUS
EM00043061,DOC008613,C008613,Shreya Kumar Shinde,47,66,PERSON,Shreya Kumar Shinde,P001252,0.99,RESOLVED
EM00043062,DOC008613,C008613,Tanvi Sharma,175,187,PERSON,Tanvi Sharma,P004693,0.99,RESOLVED
EM00043063,DOC008613,C008613,MH12TJ5927,271,281,VEHICLE,MH12TJ5927,,0.0,UNRESOLVED
EM00043064,DOC008613,C008613,9306459183,301,311,PHONE,9306459183,,0.0,UNRESOLVED
EM00043065,DOC008613,C008613,Viman Nagar,151,162,LOCATION,Viman Nagar,,0.45,AMBIGUOUS
EM00043066,DOC008614,C008614,Omkar Gore,45,55,PERSON,Omkar Gore,P003792,0.99,RESOLVED
EM00043067,DOC008614,C008614,Tanvi Raj Gaikwad,139,156,PERSON,Tanvi Raj Gaikwad,P006732,0.99,RESOLVED
EM00043068,DOC008614,C008614,MH42SL7442,240,250,VEHICLE,MH42SL7442,,0.0,UNRESOLVED
EM00043069,DOC008614,C008614,9649690120,270,280,PHONE,9649690120,,0.0,UNRESOLVED
EM00043070,DOC008614,C008614,Shivajinagar,114,126,LOCATION,Shivajinagar,,0.45,AMBIGUOUS
EM00043071,DOC008615,C008615,Meera A Patil,48,61,PERSON,Meera A Patil,P003245,0.99,RESOLVED
EM00043072,DOC008615,C008615,Tejas Vijay Salunkhe,164,184,PERSON,Tejas Vijay Salunkhe,P005466,0.99,RESOLVED
EM00043073,DOC008615,C008615,MH12AC5345,268,278,VEHICLE,MH12AC5345,,0.0,UNRESOLVED
EM00043074,DOC008615,C008615,9530470990,298,308,PHONE,9530470990,,0.0,UNRESOLVED
EM00043075,DOC008615,C008615,Aundh,146,151,LOCATION,Aundh,,0.45,AMBIGUOUS
EM00043076,DOC008616,C008616,Ananya Dilip Bhosale,45,65,PERSON,Ananya Dilip Bhosale,P002051,0.99,RESOLVED
EM00043077,DOC008616,C008616,Shreya More,144,155,PERSON,Shreya More,P002392,0.99,RESOLVED
EM00043078,DOC008616,C008616,MH14BP6456,239,249,VEHICLE,MH14BP6456,,0.0,UNRESOLVED
EM00043079,DOC008616,C008616,9766896168,269,279,PHONE,9766896168,,0.0,UNRESOLVED
EM00043080,DOC008616,C008616,Kondhwa,124,131,LOCATION,Kondhwa,,0.45,AMBIGUOUS
EM00043081,DOC008617,C008617,Mayur Sutar,48,59,PERSON,Mayur Sutar,P002898,0.99,RESOLVED
EM00043082,DOC008617,C008617,Shruti M Thakur,165,180,PERSON,Shruti M Thakur,P006809,0.99,RESOLVED
EM00043083,DOC008617,C008617,MH15AO9612,264,274,VEHICLE,MH15AO9612,,0.0,UNRESOLVED
EM00043084,DOC008617,C008617,9471549298,294,304,PHONE,9471549298,,0.0,UNRESOLVED
EM00043085,DOC008617,C008617,Hadapsar,144,152,LOCATION,Hadapsar,,0.45,AMBIGUOUS
EM00043086,DOC008618,C008618,Tejas Raj More,45,59,PERSON,Tejas Raj More,P002267,0.99,RESOLVED
EM00043087,DOC008618,C008618,Bhavana Mahesh Sawant,137,158,PERSON,Bhavana Mahesh Sawant,P001452,0.99,RESOLVED
EM00043088,DOC008618,C008618,MH12WI5066,242,252,VEHICLE,MH12WI5066,,0.0,UNRESOLVED
EM00043089,DOC008618,C008618,9209526179,272,282,PHONE,9209526179,,0.0,UNRESOLVED
EM00043090,DOC008618,C008618,Pimpri,118,124,LOCATION,Pimpri,,0.45,AMBIGUOUS
EM00043091,DOC008619,C008619,Sneha Mane,47,57,PERSON,Sneha Mane,P002079,0.99,RESOLVED
EM00043092,DOC008619,C008619,A. Gaikwad,159,169,PERSON,A. Gaikwad,P006811,0.99,RESOLVED
EM00043093,DOC008619,C008619,MH42XV3112,253,263,VEHICLE,MH42XV3112,,0.0,UNRESOLVED
EM00043094,DOC008619,C008619,9220476140,283,293,PHONE,9220476140,,0.0,UNRESOLVED
EM00043095,DOC008619,C008619,Katraj,140,146,LOCATION,Katraj,,0.45,AMBIGUOUS
EM00043096,DOC008620,C008620,Aarav Salunkhe,47,61,PERSON,Aarav Salunkhe,P004265,0.99,RESOLVED
EM00043097,DOC008620,C008620,Mayur Prakash Sawant,149,169,PERSON,Mayur Prakash Sawant,P002699,0.99,RESOLVED
EM00043098,DOC008620,C008620,MH12LS9940,253,263,VEHICLE,MH12LS9940,,0.0,UNRESOLVED
EM00043099,DOC008620,C008620,9800129759,283,293,PHONE,9800129759,,0.0,UNRESOLVED
EM00043100,DOC008620,C008620,Pimpri,130,136,LOCATION,Pimpri,,0.45,AMBIGUOUS
EM00043101,DOC008621,C008621,Komal Sawant,44,56,PERSON,Komal Sawant,P002285,0.99,RESOLVED
EM00043102,DOC008621,C008621,Madhura R Wagh,151,165,PERSON,Madhura R Wagh,P002132,0.99,RESOLVED
EM00043103,DOC008621,C008621,MH12JU3423,249,259,VEHICLE,MH12JU3423,,0.0,UNRESOLVED
EM00043104,DOC008621,C008621,9518554709,279,289,PHONE,9518554709,,0.0,UNRESOLVED
EM00043105,DOC008621,C008621,Kothrud,131,138,LOCATION,Kothrud,,0.45,AMBIGUOUS
EM00043106,DOC008622,C008622,Rohan Jadhav,45,57,PERSON,Rohan Jadhav,P003386,0.99,RESOLVED
EM00043107,DOC008622,C008622,Nikita Kale,158,169,PERSON,Nikita Kale,P006103,0.99,RESOLVED
EM00043108,DOC008622,C008622,MH12MV2861,253,263,VEHICLE,MH12MV2861,,0.0,UNRESOLVED
EM00043109,DOC008622,C008622,9186748865,283,293,PHONE,9186748865,,0.0,UNRESOLVED
EM00043110,DOC008622,C008622,Vishrantwadi,133,145,LOCATION,Vishrantwadi,,0.45,AMBIGUOUS
EM00043111,DOC008623,C008623,Meera Dilip Gaikwad,47,66,PERSON,Meera Dilip Gaikwad,P003547,0.99,RESOLVED
EM00043112,DOC008623,C008623,Manish R Desai,163,177,PERSON,Manish R Desai,P002462,0.99,RESOLVED
EM00043113,DOC008623,C008623,MH42PH7004,261,271,VEHICLE,MH42PH7004,,0.0,UNRESOLVED
EM00043114,DOC008623,C008623,9407231705,291,301,PHONE,9407231705,,0.0,UNRESOLVED
EM00043115,DOC008623,C008623,Hadapsar,142,150,LOCATION,Hadapsar,,0.45,AMBIGUOUS
EM00043116,DOC008624,C008624,Dhruv Mane,43,53,PERSON,Dhruv Mane,P002994,0.99,RESOLVED
EM00043117,DOC008624,C008624,Dhruv Vijay Patil,148,165,PERSON,Dhruv Vijay Patil,P004820,0.99,RESOLVED
EM00043118,DOC008624,C008624,MH42LL8347,249,259,VEHICLE,MH42LL8347,,0.0,UNRESOLVED
EM00043119,DOC008624,C008624,9225554367,279,289,PHONE,9225554367,,0.0,UNRESOLVED
EM00043120,DOC008624,C008624,Bhosari,128,135,LOCATION,Bhosari,,0.45,AMBIGUOUS
EM00043121,DOC008625,C008625,Isha Vijay Mane,43,58,PERSON,Isha Vijay Mane,P001625,0.99,RESOLVED
EM00043122,DOC008625,C008625,Ritesh Pande,139,151,PERSON,Ritesh Pande,P002623,0.99,RESOLVED
EM00043123,DOC008625,C008625,MH15KZ7915,235,245,VEHICLE,MH15KZ7915,,0.0,UNRESOLVED
EM00043124,DOC008625,C008625,9157855521,265,275,PHONE,9157855521,,0.0,UNRESOLVED
EM00043125,DOC008625,C008625,Swargate,118,126,LOCATION,Swargate,,0.45,AMBIGUOUS
EM00043126,DOC008626,C008626,Tejas K Patil,48,61,PERSON,Tejas K Patil,P000035,0.99,RESOLVED
EM00043127,DOC008626,C008626,Abhishek Prakash More,153,174,PERSON,Abhishek Prakash More,P000343,0.99,RESOLVED
EM00043128,DOC008626,C008626,MH14AM6108,258,268,VEHICLE,MH14AM6108,,0.0,UNRESOLVED
EM00043129,DOC008626,C008626,9587175392,288,298,PHONE,9587175392,,0.0,UNRESOLVED
EM00043130,DOC008626,C008626,Katraj,134,140,LOCATION,Katraj,,0.45,AMBIGUOUS
EM00043131,DOC008627,C008627,Sonali A Bhosale,44,60,PERSON,Sonali A Bhosale,P004023,0.99,RESOLVED
EM00043132,DOC008627,C008627,Tejas Mane,155,165,PERSON,Tejas Mane,P000595,0.99,RESOLVED
EM00043133,DOC008627,C008627,MH15PP9872,249,259,VEHICLE,MH15PP9872,,0.0,UNRESOLVED
EM00043134,DOC008627,C008627,9201909452,279,289,PHONE,9201909452,,0.0,UNRESOLVED
EM00043135,DOC008627,C008627,Chinchwad,133,142,LOCATION,Chinchwad,,0.45,AMBIGUOUS
EM00043136,DOC008628,C008628,Tejas Mane,48,58,PERSON,Tejas Mane,P000595,0.99,RESOLVED
EM00043137,DOC008628,C008628,Shreya Dilip Pande,157,175,PERSON,Shreya Dilip Pande,P006585,0.99,RESOLVED
EM00043138,DOC008628,C008628,MH42GL2605,259,269,VEHICLE,MH42GL2605,,0.0,UNRESOLVED
EM00043139,DOC008628,C008628,9287165103,289,299,PHONE,9287165103,,0.0,UNRESOLVED
EM00043140,DOC008628,C008628,Dhankawadi,134,144,LOCATION,Dhankawadi,,0.45,AMBIGUOUS
EM00043141,DOC008629,C008629,Shubham Raj Gore,45,61,PERSON,Shubham Raj Gore,P006345,0.99,RESOLVED
EM00043142,DOC008629,C008629,Meera Raj Deshmukh,157,175,PERSON,Meera Raj Deshmukh,P003950,0.99,RESOLVED
EM00043143,DOC008629,C008629,MH14CW6526,259,269,VEHICLE,MH14CW6526,,0.0,UNRESOLVED
EM00043144,DOC008629,C008629,9518492766,289,299,PHONE,9518492766,,0.0,UNRESOLVED
EM00043145,DOC008629,C008629,Bhosari,137,144,LOCATION,Bhosari,,0.45,AMBIGUOUS
EM00043146,DOC008630,C008630,Saurabh R Deshmukh,44,62,PERSON,Saurabh R Deshmukh,P002129,0.99,RESOLVED
EM00043147,DOC008630,C008630,Aditya Ramesh Thakur,157,177,PERSON,Aditya Ramesh Thakur,P001601,0.99,RESOLVED
EM00043148,DOC008630,C008630,MH12VZ6501,261,271,VEHICLE,MH12VZ6501,,0.0,UNRESOLVED
EM00043149,DOC008630,C008630,9435881579,291,301,PHONE,9435881579,,0.0,UNRESOLVED
EM00043150,DOC008630,C008630,Pimpri,138,144,LOCATION,Pimpri,,0.45,AMBIGUOUS
EM00043151,DOC008631,C008631,Yash Kale,47,56,PERSON,Yash Kale,P003128,0.99,RESOLVED
EM00043152,DOC008631,C008631,Aarav Pawar,148,159,PERSON,Aarav Pawar,P001202,0.99,RESOLVED
EM00043153,DOC008631,C008631,MH14VM9230,243,253,VEHICLE,MH14VM9230,,0.0,UNRESOLVED
EM00043154,DOC008631,C008631,9539763839,273,283,PHONE,9539763839,,0.0,UNRESOLVED
EM00043155,DOC008631,C008631,Pimpri,129,135,LOCATION,Pimpri,,0.45,AMBIGUOUS
EM00043156,DOC008632,C008632,Deepa Desai,44,55,PERSON,Deepa Desai,P002587,0.99,RESOLVED
EM00043157,DOC008632,C008632,Mrunal Wagh,134,145,PERSON,Mrunal Wagh,P000921,0.99,RESOLVED
EM00043158,DOC008632,C008632,MH12IZ9485,229,239,VEHICLE,MH12IZ9485,,0.0,UNRESOLVED
EM00043159,DOC008632,C008632,9739139913,259,269,PHONE,9739139913,,0.0,UNRESOLVED
EM00043160,DOC008632,C008632,Katraj,115,121,LOCATION,Katraj,,0.45,AMBIGUOUS
EM00043161,DOC008633,C008633,Pranav Pande,44,56,PERSON,Pranav Pande,P004540,0.99,RESOLVED
EM00043162,DOC008633,C008633,Rohan Mahesh Deshmukh,141,162,PERSON,Rohan Mahesh Deshmukh,P006862,0.99,RESOLVED
EM00043163,DOC008633,C008633,MH42AF3000,246,256,VEHICLE,MH42AF3000,,0.0,UNRESOLVED
EM00043164,DOC008633,C008633,9163778001,276,286,PHONE,9163778001,,0.0,UNRESOLVED
EM00043165,DOC008633,C008633,Vishrantwadi,116,128,LOCATION,Vishrantwadi,,0.45,AMBIGUOUS
EM00043166,DOC008634,C008634,Aarav Kulkarni,48,62,PERSON,Aarav Kulkarni,P000155,0.99,RESOLVED
EM00043167,DOC008634,C008634,Atharva Ramesh Salunkhe,165,188,PERSON,Atharva Ramesh Salunkhe,P001286,0.99,RESOLVED
EM00043168,DOC008634,C008634,MH12FJ8734,272,282,VEHICLE,MH12FJ8734,,0.0,UNRESOLVED
EM00043169,DOC008634,C008634,9711963037,302,312,PHONE,9711963037,,0.0,UNRESOLVED
EM00043170,DOC008634,C008634,Kothrud,145,152,LOCATION,Kothrud,,0.45,AMBIGUOUS
EM00043171,DOC008635,C008635,Abhishek Gore,45,58,PERSON,Abhishek Gore,P000313,0.99,RESOLVED
EM00043172,DOC008635,C008635,Sakshi S Chavan,154,169,PERSON,Sakshi S Chavan,P001154,0.99,RESOLVED
EM00043173,DOC008635,C008635,MH15WL7841,253,263,VEHICLE,MH15WL7841,,0.0,UNRESOLVED
EM00043174,DOC008635,C008635,9429547887,283,293,PHONE,9429547887,,0.0,UNRESOLVED
EM00043175,DOC008635,C008635,Kondhwa,134,141,LOCATION,Kondhwa,,0.45,AMBIGUOUS
EM00043176,DOC008636,C008636,Tejas Vijay Dhumal,47,65,PERSON,Tejas Vijay Dhumal,P003437,0.99,RESOLVED
EM00043177,DOC008636,C008636,Aniket Sutar,159,171,PERSON,Aniket Sutar,P000495,0.99,RESOLVED
EM00043178,DOC008636,C008636,MH42GD7060,255,265,VEHICLE,MH42GD7060,,0.0,UNRESOLVED
EM00043179,DOC008636,C008636,9320540856,285,295,PHONE,9320540856,,0.0,UNRESOLVED
EM00043180,DOC008636,C008636,Vishrantwadi,134,146,LOCATION,Vishrantwadi,,0.45,AMBIGUOUS
EM00043181,DOC008637,C008637,Simran Thakur,49,62,PERSON,Simran Thakur,P005336,0.99,RESOLVED
EM00043182,DOC008637,C008637,Rohan D Dhumal,155,169,PERSON,Rohan D Dhumal,P005605,0.99,RESOLVED
EM00043183,DOC008637,C008637,MH15WC2204,253,263,VEHICLE,MH15WC2204,,0.0,UNRESOLVED
EM00043184,DOC008637,C008637,9143540795,283,293,PHONE,9143540795,,0.0,UNRESOLVED
EM00043185,DOC008637,C008637,Viman Nagar,131,142,LOCATION,Viman Nagar,,0.45,AMBIGUOUS
EM00043186,DOC008638,C008638,Neha M Naik,45,56,PERSON,Neha M Naik,P001835,0.99,RESOLVED
EM00043187,DOC008638,C008638,Aarav S Kulkarni,159,175,PERSON,Aarav S Kulkarni,P006446,0.99,RESOLVED
EM00043188,DOC008638,C008638,MH14IF5070,259,269,VEHICLE,MH14IF5070,,0.0,UNRESOLVED
EM00043189,DOC008638,C008638,9954396014,289,299,PHONE,9954396014,,0.0,UNRESOLVED
EM00043190,DOC008638,C008638,Kothrud,139,146,LOCATION,Kothrud,,0.45,AMBIGUOUS
EM00043191,DOC008639,C008639,Sneha Bhosale,43,56,PERSON,Sneha Bhosale,P004596,0.99,RESOLVED
EM00043192,DOC008639,C008639,Bhavana Desai,157,170,PERSON,Bhavana Desai,P004463,0.99,RESOLVED
EM00043193,DOC008639,C008639,MH12II3790,254,264,VEHICLE,MH12II3790,,0.0,UNRESOLVED
EM00043194,DOC008639,C008639,9900965128,284,294,PHONE,9900965128,,0.0,UNRESOLVED
EM00043195,DOC008639,C008639,Shivajinagar,132,144,LOCATION,Shivajinagar,,0.45,AMBIGUOUS
EM00043196,DOC008640,C008640,Shreya Wagh,47,58,PERSON,Shreya Wagh,P004739,0.99,RESOLVED
EM00043197,DOC008640,C008640,Harsh Mahesh Kulkarni,153,174,PERSON,Harsh Mahesh Kulkarni,P006112,0.99,RESOLVED
EM00043198,DOC008640,C008640,MH14HQ5770,258,268,VEHICLE,MH14HQ5770,,0.0,UNRESOLVED
EM00043199,DOC008640,C008640,9304524045,288,298,PHONE,9304524045,,0.0,UNRESOLVED
EM00043200,DOC008640,C008640,Kondhwa,133,140,LOCATION,Kondhwa,,0.45,AMBIGUOUS
EM00043201,DOC008641,C008641,Rohan Sanjay Desai,44,62,PERSON,Rohan Sanjay Desai,P003441,0.99,RESOLVED
EM00043202,DOC008641,C008641,Swapnil Sharma,154,168,PERSON,Swapnil Sharma,P002740,0.99,RESOLVED
EM00043203,DOC008641,C008641,MH15CB4010,252,262,VEHICLE,MH15CB4010,,0.0,UNRESOLVED
EM00043204,DOC008641,C008641,9894537316,282,292,PHONE,9894537316,,0.0,UNRESOLVED
EM00043205,DOC008641,C008641,Dhankawadi,131,141,LOCATION,Dhankawadi,,0.45,AMBIGUOUS
EM00043206,DOC008642,C008642,Riya Mahesh Mane,46,62,PERSON,Riya Mahesh Mane,P000238,0.99,RESOLVED
EM00043207,DOC008642,C008642,Yash K Jadhav,149,162,PERSON,Yash K Jadhav,P003750,0.99,RESOLVED
EM00043208,DOC008642,C008642,MH42LC5059,246,256,VEHICLE,MH42LC5059,,0.0,UNRESOLVED
EM00043209,DOC008642,C008642,9218521840,276,286,PHONE,9218521840,,0.0,UNRESOLVED
EM00043210,DOC008642,C008642,Aundh,131,136,LOCATION,Aundh,,0.45,AMBIGUOUS
EM00043211,DOC008643,C008643,Neha Ramesh Dhumal,45,63,PERSON,Neha Ramesh Dhumal,P001371,0.99,RESOLVED
EM00043212,DOC008643,C008643,Amit Mahesh Naik,145,161,PERSON,Amit Mahesh Naik,P004078,0.99,RESOLVED
EM00043213,DOC008643,C008643,MH42KE2723,245,255,VEHICLE,MH42KE2723,,0.0,UNRESOLVED
EM00043214,DOC008643,C008643,9216525713,275,285,PHONE,9216525713,,0.0,UNRESOLVED
EM00043215,DOC008643,C008643,Dhankawadi,122,132,LOCATION,Dhankawadi,,0.45,AMBIGUOUS
EM00043216,DOC008644,C008644,Priya Mane,44,54,PERSON,Priya Mane,P002314,0.99,RESOLVED
EM00043217,DOC008644,C008644,Harsh Kadam,152,163,PERSON,Harsh Kadam,P001958,0.99,RESOLVED
EM00043218,DOC008644,C008644,MH42QA4120,247,257,VEHICLE,MH42QA4120,,0.0,UNRESOLVED
EM00043219,DOC008644,C008644,9288007902,277,287,PHONE,9288007902,,0.0,UNRESOLVED
EM00043220,DOC008644,C008644,Kothrud,132,139,LOCATION,Kothrud,,0.45,AMBIGUOUS
EM00043221,DOC008645,C008645,Sahil Deshmukh,49,63,PERSON,Sahil Deshmukh,P004921,0.99,RESOLVED
EM00043222,DOC008645,C008645,Rohit Joshi,150,161,PERSON,Rohit Joshi,P003462,0.99,RESOLVED
EM00043223,DOC008645,C008645,MH12DF7057,245,255,VEHICLE,MH12DF7057,,0.0,UNRESOLVED
EM00043224,DOC008645,C008645,9674897358,275,285,PHONE,9674897358,,0.0,UNRESOLVED
EM00043225,DOC008645,C008645,Wakad,132,137,LOCATION,Wakad,,0.45,AMBIGUOUS
EM00043226,DOC008646,C008646,Aditi Sutar,47,58,PERSON,Aditi Sutar,P004900,0.99,RESOLVED
EM00043227,DOC008646,C008646,Isha K Shinde,143,156,PERSON,Isha K Shinde,P003440,0.99,RESOLVED
EM00043228,DOC008646,C008646,MH12IB6423,240,250,VEHICLE,MH12IB6423,,0.0,UNRESOLVED
EM00043229,DOC008646,C008646,9696163156,270,280,PHONE,9696163156,,0.0,UNRESOLVED
EM00043230,DOC008646,C008646,Shivajinagar,118,130,LOCATION,Shivajinagar,,0.45,AMBIGUOUS
EM00043231,DOC008647,C008647,Mayur Pande,47,58,PERSON,Mayur Pande,P005274,0.99,RESOLVED
EM00043232,DOC008647,C008647,Rohit Ramesh Naik,147,164,PERSON,Rohit Ramesh Naik,P001753,0.99,RESOLVED
EM00043233,DOC008647,C008647,MH15DV7020,248,258,VEHICLE,MH15DV7020,,0.0,UNRESOLVED
EM00043234,DOC008647,C008647,9584385897,278,288,PHONE,9584385897,,0.0,UNRESOLVED
EM00043235,DOC008647,C008647,Kothrud,127,134,LOCATION,Kothrud,,0.45,AMBIGUOUS
EM00043236,DOC008648,C008648,Nandini Dilip Deshmukh,48,70,PERSON,Nandini Dilip Deshmukh,P003037,0.99,RESOLVED
EM00043237,DOC008648,C008648,Pranav Dilip Kale,177,194,PERSON,Pranav Dilip Kale,P001876,0.99,RESOLVED
EM00043238,DOC008648,C008648,MH15JX5392,278,288,VEHICLE,MH15JX5392,,0.0,UNRESOLVED
EM00043239,DOC008648,C008648,9122803615,308,318,PHONE,9122803615,,0.0,UNRESOLVED
EM00043240,DOC008648,C008648,Chinchwad,155,164,LOCATION,Chinchwad,,0.45,AMBIGUOUS
EM00043241,DOC008649,C008649,Simran S Salunkhe,48,65,PERSON,Simran S Salunkhe,P001019,0.99,RESOLVED
EM00043242,DOC008649,C008649,Rahul Sharma,169,181,PERSON,Rahul Sharma,P002613,0.99,RESOLVED
EM00043243,DOC008649,C008649,MH15XE1102,265,275,VEHICLE,MH15XE1102,,0.0,UNRESOLVED
EM00043244,DOC008649,C008649,9749672047,295,305,PHONE,9749672047,,0.0,UNRESOLVED
EM00043245,DOC008649,C008649,Pimpri,150,156,LOCATION,Pimpri,,0.45,AMBIGUOUS
EM00043246,DOC008650,C008650,Siddharth Mahesh Sharma,48,71,PERSON,Siddharth Mahesh Sharma,P005073,0.99,RESOLVED
EM00043247,DOC008650,C008650,Vaishnavi Dhumal,158,174,PERSON,Vaishnavi Dhumal,P005575,0.99,RESOLVED
EM00043248,DOC008650,C008650,MH15WV4905,258,268,VEHICLE,MH15WV4905,,0.0,UNRESOLVED
EM00043249,DOC008650,C008650,9393136857,288,298,PHONE,9393136857,,0.0,UNRESOLVED
EM00043250,DOC008650,C008650,Baner,140,145,LOCATION,Baner,,0.45,AMBIGUOUS
EM00043251,DOC008651,C008651,Arjun Desai,47,58,PERSON,Arjun Desai,P000415,0.99,RESOLVED
EM00043252,DOC008651,C008651,Arjun Kiran Gore,139,155,PERSON,Arjun Kiran Gore,P003432,0.99,RESOLVED
EM00043253,DOC008651,C008651,MH42AD7381,239,249,VEHICLE,MH42AD7381,,0.0,UNRESOLVED
EM00043254,DOC008651,C008651,9781415777,269,279,PHONE,9781415777,,0.0,UNRESOLVED
EM00043255,DOC008651,C008651,Chinchwad,117,126,LOCATION,Chinchwad,,0.45,AMBIGUOUS
EM00043256,DOC008652,C008652,Tejas Mane,44,54,PERSON,Tejas Mane,P000595,0.99,RESOLVED
EM00043257,DOC008652,C008652,Nikhil Joshi,141,153,PERSON,Nikhil Joshi,P001946,0.99,RESOLVED
EM00043258,DOC008652,C008652,MH12UU6835,237,247,VEHICLE,MH12UU6835,,0.0,UNRESOLVED
EM00043259,DOC008652,C008652,9789547878,267,277,PHONE,9789547878,,0.0,UNRESOLVED
EM00043260,DOC008652,C008652,Aundh,123,128,LOCATION,Aundh,,0.45,AMBIGUOUS
EM00043261,DOC008653,C008653,Riya Jadhav,45,56,PERSON,Riya Jadhav,P005176,0.99,RESOLVED
EM00043262,DOC008653,C008653,Rahul Jadhav,163,175,PERSON,Rahul Jadhav,P006556,0.99,RESOLVED
EM00043263,DOC008653,C008653,MH14FA3818,259,269,VEHICLE,MH14FA3818,,0.0,UNRESOLVED
EM00043264,DOC008653,C008653,9131971770,289,299,PHONE,9131971770,,0.0,UNRESOLVED
EM00043265,DOC008653,C008653,Viman Nagar,139,150,LOCATION,Viman Nagar,,0.45,AMBIGUOUS
EM00043266,DOC008654,C008654,Pooja Ramesh Deshmukh,49,70,PERSON,Pooja Ramesh Deshmukh,P005532,0.99,RESOLVED
EM00043267,DOC008654,C008654,Nandini Dilip Dhumal,175,195,PERSON,Nandini Dilip Dhumal,P005106,0.99,RESOLVED
EM00043268,DOC008654,C008654,MH42LB1962,279,289,VEHICLE,MH42LB1962,,0.0,UNRESOLVED
EM00043269,DOC008654,C008654,9849008632,309,319,PHONE,9849008632,,0.0,UNRESOLVED
EM00043270,DOC008654,C008654,Kondhwa,155,162,LOCATION,Kondhwa,,0.45,AMBIGUOUS
EM00043271,DOC008655,C008655,Aditi Joshi,48,59,PERSON,Aditi Joshi,P003335,0.99,RESOLVED
EM00043272,DOC008655,C008655,Pooja Kulkarni,148,162,PERSON,Pooja Kulkarni,P003195,0.99,RESOLVED
EM00043273,DOC008655,C008655,MH15AK6219,246,256,VEHICLE,MH15AK6219,,0.0,UNRESOLVED
EM00043274,DOC008655,C008655,9658943540,276,286,PHONE,9658943540,,0.0,UNRESOLVED
EM00043275,DOC008655,C008655,Kothrud,128,135,LOCATION,Kothrud,,0.45,AMBIGUOUS
EM00043276,DOC008656,C008656,Dhruv Mahesh Sharma,49,68,PERSON,Dhruv Mahesh Sharma,P002086,0.99,RESOLVED
EM00043277,DOC008656,C008656,Aditi Dhumal,171,183,PERSON,Aditi Dhumal,P000597,0.99,RESOLVED
EM00043278,DOC008656,C008656,MH12ZQ7347,267,277,VEHICLE,MH12ZQ7347,,0.0,UNRESOLVED
EM00043279,DOC008656,C008656,9459335565,297,307,PHONE,9459335565,,0.0,UNRESOLVED
EM00043280,DOC008656,C008656,Baner,153,158,LOCATION,Baner,,0.45,AMBIGUOUS
EM00043281,DOC008657,C008657,Amit Wagh,44,53,PERSON,Amit Wagh,P001393,0.99,RESOLVED
EM00043282,DOC008657,C008657,Riya Thakur,142,153,PERSON,Riya Thakur,P006647,0.99,RESOLVED
EM00043283,DOC008657,C008657,MH12MG6296,237,247,VEHICLE,MH12MG6296,,0.0,UNRESOLVED
EM00043284,DOC008657,C008657,9140958915,267,277,PHONE,9140958915,,0.0,UNRESOLVED
EM00043285,DOC008657,C008657,Kondhwa,122,129,LOCATION,Kondhwa,,0.45,AMBIGUOUS
EM00043286,DOC008658,C008658,Kunal K.,47,55,PERSON,Kunal K.,P006454,0.99,RESOLVED
EM00043287,DOC008658,C008658,Swati Prakash Kale,133,151,PERSON,Swati Prakash Kale,P002073,0.99,RESOLVED
EM00043288,DOC008658,C008658,MH42KU8033,235,245,VEHICLE,MH42KU8033,,0.0,UNRESOLVED
EM00043289,DOC008658,C008658,9441764711,265,275,PHONE,9441764711,,0.0,UNRESOLVED
EM00043290,DOC008658,C008658,Aundh,115,120,LOCATION,Aundh,,0.45,AMBIGUOUS
EM00043291,DOC008659,C008659,Yash K Naik,44,55,PERSON,Yash K Naik,P003277,0.99,RESOLVED
EM00043292,DOC008659,C008659,Manish More,156,167,PERSON,Manish More,P003263,0.99,RESOLVED
EM00043293,DOC008659,C008659,MH15DK1301,251,261,VEHICLE,MH15DK1301,,0.0,UNRESOLVED
EM00043294,DOC008659,C008659,9114518439,281,291,PHONE,9114518439,,0.0,UNRESOLVED
EM00043295,DOC008659,C008659,Dhankawadi,133,143,LOCATION,Dhankawadi,,0.45,AMBIGUOUS
EM00043296,DOC008660,C008660,Akash Thakur,43,55,PERSON,Akash Thakur,P005699,0.99,RESOLVED
EM00043297,DOC008660,C008660,Tejas Pande,133,144,PERSON,Tejas Pande,P005385,0.99,RESOLVED
EM00043298,DOC008660,C008660,MH14TE6801,228,238,VEHICLE,MH14TE6801,,0.0,UNRESOLVED
EM00043299,DOC008660,C008660,9440975176,258,268,PHONE,9440975176,,0.0,UNRESOLVED
EM00043300,DOC008660,C008660,Baner,115,120,LOCATION,Baner,,0.45,AMBIGUOUS
EM00043301,DOC008661,C008661,Yash Deshmukh,45,58,PERSON,Yash Deshmukh,P000691,0.99,RESOLVED
EM00043302,DOC008661,C008661,Aanya Anil Kale,150,165,PERSON,Aanya Anil Kale,P003680,0.99,RESOLVED
EM00043303,DOC008661,C008661,MH12BB5357,249,259,VEHICLE,MH12BB5357,,0.0,UNRESOLVED
EM00043304,DOC008661,C008661,9514767218,279,289,PHONE,9514767218,,0.0,UNRESOLVED
EM00043305,DOC008661,C008661,Katraj,131,137,LOCATION,Katraj,,0.45,AMBIGUOUS
