person_id,full_name,alias_name,gender,date_of_birth,age,nationality,occupation,address,city,district,state,pincode,email,person_status,known_since,source_system,record_confidence,created_at,updated_at
P000850,Ritesh M Salunkhe,,Male,1978-11-28,47,Indian,Private Employee,"364, Nagar Road, Dhankawadi, Pune",Pune,Pune,Maharashtra,411043,rsalunkhe575@example.test,Accused,2019-06-10,CASE_DB,0.894,2023-06-24T12:12:00,2026-08-18T19:23:00
P000252,Bhavana M.,,Female,1985-03-22,41,Indian,Private Employee,"394, Main Road, Baner, Pune",Pune,Pune,Maharashtra,411045,bhavana.more@example.test,Witness,2021-03-09,INTELLIGENCE_DB,0.88,2023-04-10T21:50:00,2024-01-31T17:47:00
P001218,Gaurav Salunkhe,,Male,1979-02-06,47,Indian,Private Employee,"159, Canal Road, Baner, Pune",Pune,Pune,Maharashtra,411045,gauravsalunkhe@example.test,Person of Interest,2024-06-02,CASE_DB,0.894,2026-03-30T22:23:00,2026-04-30T15:35:00
P000969,Yash Prakash Kale,Yash Kumar,Male,1992-02-04,34,Indian,Driver / Transport,"983, Temple Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,yash.kale986@example.test,Accused,2021-10-05,COURT_RECORD,0.958,2022-02-07T02:07:00,2025-01-29T03:35:00
P002615,Kunal Ramesh Kulkarni,,Male,2002-10-23,23,Indian,Driver / Transport,"649, Ring Road, Baner, Pune",Pune,Pune,Maharashtra,411045,kkulkarni284@example.test,Person of Interest,2024-09-15,IDENTITY_DB,0.922,2025-03-17T03:45:00,2025-04-27T15:54:00
P001646,Gaurav Desai,,Male,1985-04-14,41,Indian,Government Employee,"189, College Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,gaurav.desai@example.test,Witness,2022-08-17,IDENTITY_DB,0.922,2024-05-15T22:32:00,2024-05-31T14:17:00
P004921,Sahil Deshmukh,,Male,1962-07-20,64,Indian,Retired,"937, Station Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,sahildeshmukh@example.test,Witness,2021-06-22,COURT_RECORD,0.908,2023-12-10T14:34:00,2024-08-31T12:33:00
P000585,Riya Sawant,,Female,1992-11-03,33,Indian,Government Employee,"424, Market Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,riya.sawant777@example.test,Person of Interest,2012-09-17,LEGACY_DB,0.824,2018-07-01T06:43:00,2020-02-10T13:48:00
P002559,Tejas K Deshmukh,T. Deshmukh,Male,2003-12-17,22,Indian,Student,"519, Temple Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,tdeshmukh708@example.test,Person of Interest,2024-04-27,CASE_DB,0.944,2025-03-21T02:29:00,2025-04-24T16:44:00
P000983,Pallavi Prakash Jadhav,Pallavi,Female,1991-08-03,35,Indian,Student,"335, Canal Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,pallavi.jadhav@example.test,Other,2023-08-04,INTELLIGENCE_DB,0.93,2023-12-27T18:46:00,2024-08-26T15:30:00
P005454,Tanu Prakash Desai,,Other,1992-08-08,34,Indian,Private Employee,"115, Link Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,tanudesai@example.test,Complainant,2025-04-17,LEGACY_DB,0.824,2025-10-30T02:37:00,2026-07-31T18:43:00
P002016,Pallavi S Bhosale,Pallavi,Female,1999-02-07,27,Indian,Self Employed,"140, Main Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,pallavi.bhosale291@example.test,Witness,2020-02-13,CASE_DB,0.944,2023-07-20T05:47:00,2025-08-04T04:56:00
P001684,Vaishnavi A Sharma,Vaishnavi,Female,1990-09-02,35,Indian,Government Employee,"355, Link Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,vsharma729@example.test,Complainant,2023-07-27,LEGACY_DB,0.874,2024-05-07T14:28:00,2026-01-21T19:37:00
P003137,Rohan Gaikwad,,Male,1967-06-19,59,Indian,Self Employed,"587, Ring Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,rohan.gaikwad@example.test,Other,2014-09-16,IDENTITY_DB,0.922,2018-02-19T22:09:00,2018-11-14T07:08:00
P005168,Aditya Vijay Bhosale,,Male,1986-12-04,39,Indian,Driver / Transport,"628, Temple Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,adityabhosale@example.test,Other,2022-09-06,LEGACY_DB,0.824,2026-04-24T01:35:00,2026-05-06T21:29:00
P005046,Gaurav Jadhav,Gaurav J.,Male,1995-05-22,31,Indian,Private Employee,"687, Ring Road, Baner, Pune",Pune,Pune,Maharashtra,411045,,Witness,2023-06-25,FIELD_REPORT,0.852,2024-04-05T05:54:00,2025-08-21T14:12:00
P006840,Swati Gore,Swati,Female,1996-07-08,30,Indian,Self Employed,"734, Market Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,sgore823@example.test,Witness,2017-05-16,IDENTITY_DB,0.972,2018-11-03T19:05:00,2025-08-02T10:20:00
P003966,Nandini Desai,,Female,1966-06-15,60,Indian,Retired,"257, College Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,nandini.desai@example.test,Other,2025-04-29,COURT_RECORD,0.908,2025-05-20T12:03:00,2026-03-04T10:11:00
P002578,Kunal Sharma,,Male,1993-08-28,33,Indian,Private Employee,"916, Main Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,kunalsharma@example.test,Other,2020-06-04,CASE_DB,0.894,2021-04-22T03:42:00,2024-10-04T22:58:00
P005016,Pranav Desai,,Male,1989-07-07,37,Indian,Private Employee,"926, College Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,pranav.desai850@example.test,Witness,2022-04-04,COURT_RECORD,0.908,2025-01-26T00:27:00,2025-12-07T20:11:00
P002909,Tejas R Salunkhe,,Male,1983-10-26,42,British,Driver / Transport,"878, Link Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,tsalunkhe169@example.test,Person of Interest,2017-05-05,IDENTITY_DB,0.922,2021-05-31T09:30:00,2022-03-20T09:22:00
P003796,Mayur Anil Gore,,Male,1992-05-06,34,Indian,Student,"78, Ring Road, Dhankawadi, Pune",Pune,Pune,Maharashtra,411043,,Witness,2015-02-08,CASE_DB,0.844,2023-06-20T00:09:00,2023-08-20T09:28:00
P003076,Atharva D Bhosale,,Male,1983-10-08,42,Indian,Student,"759, Park Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,atharvabhosale@example.test,Complainant,2024-09-03,LEGACY_DB,0.824,2026-04-22T18:49:00,2026-06-26T20:00:00
P005351,D. Shinde,,Female,1984-07-19,42,Indian,Private Employee,"164, Temple Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,deepa.shinde107@example.test,Accused,2016-10-07,LEGACY_DB,0.824,2019-12-07T12:55:00,2021-02-09T19:16:00
P002089,Manish Gore,,Male,2005-01-07,21,Indian,Private Employee,"158, Nagar Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,mgore131@example.test,Victim,2021-02-16,FIELD_REPORT,0.852,2024-10-21T05:48:00,2026-05-29T18:45:00
P004972,Omkar M Pande,,Male,1990-07-18,36,Nepalese,Private Employee,"703, Temple Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,omkar.pande@example.test,Complainant,2018-04-24,IDENTITY_DB,0.922,2026-08-27T11:54:00,2026-08-28T08:48:00
P004841,Omkar Jadhav,,Male,1989-08-07,37,Indian,Private Employee,"199, Canal Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,omkarjadhav@example.test,Person of Interest,2012-07-21,CASE_DB,0.894,2024-12-06T01:28:00,2026-03-19T23:36:00
P000681,Omkar Deshmukh,,Male,1964-03-23,62,Indian,Retired,"892, Main Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,omkar.deshmukh179@example.test,Victim,2022-03-25,COURT_RECORD,0.908,2024-04-13T22:00:00,2025-04-22T08:42:00
P000428,S. More,,Female,1973-03-06,53,Indian,Skilled Worker,"870, College Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,smore448@example.test,Witness,2016-01-11,IDENTITY_DB,0.922,2018-12-23T19:26:00,2022-11-01T06:28:00
P006568,Manish M Kale,,Male,1995-05-03,31,Indian,Self Employed,"409, Ring Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,manish.kale@example.test,Person of Interest,2019-09-07,CASE_DB,0.894,2020-09-13T22:50:00,2022-10-08T03:05:00
P005491,Riya Mane,,Female,1995-10-20,30,Indian,Self Employed,"71, Main Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,riyamane@example.test,Witness,2017-03-12,CASE_DB,0.894,2017-11-19T03:56:00,2021-06-20T09:26:00
P003804,Arjun Sawant,,Male,1980-01-03,46,Indian,Retired,"697, Temple Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,,Complainant,2012-12-10,LEGACY_DB,0.774,2025-01-23T10:22:00,2025-12-02T10:12:00
P001400,Aniket Kumar Deshmukh,,Male,1980-12-11,45,Indian,Self Employed,"643, Station Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,,Accused,2019-09-02,IDENTITY_DB,0.872,2022-05-17T08:49:00,2023-04-03T02:45:00
P006794,S. Chavan,,Male,1975-09-21,50,Indian,Student,"628, Park Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,swapnil.chavan@example.test,Witness,2014-01-15,IDENTITY_DB,0.922,2019-05-01T10:03:00,2020-05-22T09:55:00
P001524,Amit K Shinde,,Male,1979-05-26,47,Indian,Self Employed,"375, Main Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,amitshinde@example.test,Victim,2017-10-23,CASE_DB,0.894,2023-09-21T17:16:00,2024-07-18T07:32:00
P004945,Swati W.,,Female,1997-05-02,29,Indian,Driver / Transport,"571, Ring Road, Dhankawadi, Pune",Pune,Pune,Maharashtra,411043,swati.wagh745@example.test,Victim,2016-07-08,IDENTITY_DB,0.922,2023-07-27T12:20:00,2025-09-17T06:07:00
P003701,Isha M.,,Female,1973-06-16,53,Indian,Private Employee,"633, Canal Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,imane860@example.test,Person of Interest,2024-12-19,LEGACY_DB,0.824,2025-08-09T00:51:00,2026-02-08T10:55:00
P006796,Shruti A Wagh,,Female,1981-08-17,45,Indian,Skilled Worker,"594, College Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,shruti.wagh@example.test,Victim,2016-01-20,COURT_RECORD,0.908,2016-09-06T17:13:00,2018-12-17T12:45:00
P000593,Deepa Thakur,,Female,1990-07-18,36,Indian,Professional,"181, Park Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,deepathakur@example.test,Witness,2012-01-05,FIELD_REPORT,0.852,2021-04-06T21:34:00,2023-04-13T12:29:00
P005328,Nikita J.,Nikita J.,Female,1981-06-24,45,Indian,Business Owner,"367, Temple Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,nikita.joshi260@example.test,Victim,2013-12-17,CASE_DB,0.944,2026-06-03T16:47:00,2026-06-28T18:46:00
P003022,Swapnil D Kale,,Male,1978-01-22,48,Indian,Student,"12, Nagar Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,skale846@example.test,Accused,2016-10-12,IDENTITY_DB,0.922,2025-03-01T01:13:00,2026-07-23T08:13:00
P003611,Yash P Patil,Yash Mahesh,Male,1990-09-12,35,Indian,Private Employee,"151, Link Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,yash.patil@example.test,Complainant,2015-02-05,CASE_DB,0.944,2018-12-03T07:20:00,2019-05-16T03:11:00
P005831,Vikas Kadam,Vikas,Male,1992-01-07,34,Indian,Private Employee,"175, Nagar Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,vikaskadam@example.test,Witness,2018-01-18,CASE_DB,0.944,2018-04-22T04:08:00,2019-11-11T22:21:00
P001287,S. Pande,,Female,1999-08-25,27,Indian,Business Owner,"398, College Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,sakshi.pande993@example.test,Other,2018-06-26,FIELD_REPORT,0.852,2022-03-03T02:16:00,2022-07-23T22:53:00
P005611,Pallavi Bhosale,,Female,1970-03-01,56,Indian,Homemaker,"846, Main Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,pbhosale688@example.test,Witness,2021-06-09,IDENTITY_DB,0.922,2023-10-25T09:26:00,2025-07-12T00:50:00
P005808,Yash Salunkhe,,Male,1986-07-08,40,Indian,Professional,"527, Canal Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,yash.salunkhe@example.test,Witness,2019-07-18,IDENTITY_DB,0.922,2020-04-07T22:49:00,2022-05-02T19:26:00
P002246,Vivek Joshi,Vivek Kiran,Male,1996-01-23,30,Indian,Private Employee,"44, Market Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,vivekjoshi@example.test,Person of Interest,2017-05-05,CASE_DB,0.944,2020-02-26T21:09:00,2026-04-30T17:14:00
P003420,Swapnil Kadam,,Male,1991-10-15,34,British,Professional,"117, Link Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,,Victim,2017-05-17,IDENTITY_DB,0.872,2018-11-08T08:00:00,2019-02-07T14:46:00
P003816,Riya Sanjay Thakur,,Female,1981-09-09,44,Indian,Student,"865, Link Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,rthakur619@example.test,Witness,2022-10-18,CASE_DB,0.894,2025-09-24T22:21:00,2026-03-30T09:41:00
P004153,Atharva Gore,,Male,1996-09-26,29,Indian,Student,"989, Canal Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,atharva.gore@example.test,Victim,2015-03-28,CASE_DB,0.894,2018-11-17T14:12:00,2022-10-19T18:24:00
P002717,Saurabh Shinde,,Male,1975-03-06,51,Indian,Skilled Worker,"440, College Road, Dhankawadi, Pune",Pune,Pune,Maharashtra,411043,,Victim,2021-07-10,IDENTITY_DB,0.872,2023-07-18T22:53:00,2025-08-11T19:00:00
P005772,Tanvi Raj Naik,,Female,1995-03-23,31,Indian,Self Employed,"662, Temple Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,tanvi.naik501@example.test,Victim,2016-09-28,CASE_DB,0.894,2022-03-31T21:59:00,2024-04-20T20:23:00
P001068,M. Joshi,,Female,1976-07-09,50,Indian,Professional,"814, Canal Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,,Accused,2020-05-24,COURT_RECORD,0.858,2023-09-14T21:04:00,2026-03-30T02:54:00
P004678,Simran Prakash Kulkarni,,Female,1998-07-17,28,Indian,Skilled Worker,"836, Market Road, Baner, Pune",Pune,Pune,Maharashtra,411045,simran.kulkarni@example.test,Victim,2014-05-22,LEGACY_DB,0.824,2017-01-02T02:48:00,2022-11-07T10:18:00
P006309,Nikita Thakur,,Female,1996-10-14,29,Indian,Skilled Worker,"921, Main Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,nikitathakur@example.test,Accused,2014-11-12,IDENTITY_DB,0.922,2025-01-21T15:39:00,2025-07-24T18:20:00
P004068,Vaishnavi S Wagh,,Female,1999-04-20,27,Indian,Student,"95, Market Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,vaishnavi.wagh978@example.test,Witness,2023-11-11,CASE_DB,0.894,2026-04-01T19:05:00,2026-05-30T12:21:00
P005934,Pranav Anil Pande,Pranav,Male,1986-05-23,40,Indian,Government Employee,"47, Park Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,ppande693@example.test,Other,2014-02-19,IDENTITY_DB,0.972,2022-02-12T15:57:00,2025-08-23T02:18:00
P002485,Yash Deshmukh,,Male,2005-03-06,21,Indian,Government Employee,"372, Station Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,yash.deshmukh@example.test,Complainant,2012-04-19,CASE_DB,0.894,2014-03-01T01:39:00,2026-07-22T14:37:00
P004576,Manish Chavan,,Male,1998-10-01,27,Other,Student,"416, Canal Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,manishchavan@example.test,Other,2017-04-03,LEGACY_DB,0.824,2022-10-20T19:09:00,2022-10-26T03:35:00
P004668,Tanu Shinde,,Other,1988-05-25,38,Indian,Skilled Worker,"715, Station Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,tanu.shinde796@example.test,Witness,2024-05-17,CASE_DB,0.894,2026-01-21T02:51:00,2026-07-03T17:56:00
P002026,Mahi Bhosale,,Other,1983-04-01,43,Indian,Private Employee,"442, Market Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,mbhosale659@example.test,Accused,2016-06-14,CASE_DB,0.894,2021-03-31T15:08:00,2024-11-19T11:15:00
P005942,Simran Ramesh Sharma,,Female,1989-10-24,36,Indian,Student,"120, Main Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,simran.sharma@example.test,Witness,2022-01-28,CASE_DB,0.894,2022-08-07T14:37:00,2022-09-11T15:07:00
P006364,Kavya More,,Female,1980-01-16,46,Indian,Business Owner,"787, College Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,kavyamore@example.test,Complainant,2024-01-17,INTELLIGENCE_DB,0.88,2024-09-11T00:15:00,2025-11-26T14:06:00
P003575,Kunal Vijay Jadhav,,Male,1988-03-19,38,Indian,Private Employee,"377, Market Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,,Victim,2014-03-18,FIELD_REPORT,0.802,2015-09-20T12:57:00,2016-06-22T10:37:00
P003237,Deepa Salunkhe,,Female,1999-02-05,27,Indian,Private Employee,"416, Station Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,dsalunkhe788@example.test,Witness,2021-01-15,FIELD_REPORT,0.852,2026-05-24T08:53:00,2026-05-24T06:49:00
P005283,Shruti Desai,,Female,1972-02-03,54,Indian,Private Employee,"912, Canal Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,,Accused,2014-12-10,FIELD_REPORT,0.802,2019-10-12T10:54:00,2019-11-04T23:41:00
P003679,Meera S.,,Female,1981-08-22,45,Indian,Student,"507, Market Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,,Witness,2019-08-21,CASE_DB,0.844,2023-02-24T03:17:00,2024-07-28T20:33:00
P003025,Vaishnavi M.,,Female,1995-01-16,31,Indian,Self Employed,"412, Main Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,vaishnavi.more475@example.test,Other,2018-10-13,INTELLIGENCE_DB,0.88,2023-03-13T09:07:00,2025-02-24T08:32:00
P002821,Abhishek Joshi,Abhishek Kiran,Male,1997-08-10,29,Indian,Business Owner,"511, Temple Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,ajoshi573@example.test,Victim,2014-06-21,COURT_RECORD,0.958,2022-03-04T18:40:00,2026-02-08T13:34:00
P002194,Vikas K.,Vikas Kumar,Male,1983-07-27,43,Nepalese,Student,"814, Canal Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,,Witness,2025-04-08,COURT_RECORD,0.908,2025-12-27T11:35:00,2026-08-19T06:59:00
P003680,Aanya Anil Kale,,Female,2008-01-16,18,Indian,Private Employee,"506, Link Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,aanyakale@example.test,Victim,2024-10-19,CASE_DB,0.894,2025-11-29T02:06:00,2026-07-16T04:01:00
P001600,Pranav Vijay Kulkarni,,Male,1970-01-10,56,Indian,Private Employee,"355, Canal Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,pranav.kulkarni719@example.test,Witness,2017-09-08,COURT_RECORD,0.908,2017-09-21T14:04:00,2025-08-25T14:16:00
P002505,Saurabh Mane,S. Mane,Male,1967-05-08,59,Indian,Skilled Worker,"735, Park Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,smane660@example.test,Victim,2013-07-26,LEGACY_DB,0.874,2023-01-24T01:15:00,2025-11-23T05:56:00
P002803,Kunal Anil Sutar,,Male,1998-04-13,28,Indian,Daily Wage Worker,"47, College Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,kunal.sutar@example.test,Witness,2021-03-22,CASE_DB,0.894,2023-08-05T08:52:00,2026-04-26T07:22:00
P003086,Vidya D Sawant,Vidya Sanjay,Female,1985-08-15,41,Indian,Professional,"400, Ring Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,vidyasawant@example.test,Complainant,2014-10-19,FIELD_REPORT,0.902,2019-04-21T07:16:00,2022-04-30T08:45:00
P002714,D. Naik,,Female,2000-01-22,26,Indian,Government Employee,"544, Station Road, Baner, Pune",Pune,Pune,Maharashtra,411045,deepa.naik242@example.test,Accused,2021-09-26,CASE_DB,0.894,2025-10-31T21:27:00,2026-04-08T00:26:00
P000528,Sneha Pande,,Female,1990-06-07,36,Indian,Retired,"566, Canal Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,spande677@example.test,Complainant,2023-12-15,INTELLIGENCE_DB,0.88,2025-05-24T18:55:00,2026-04-30T22:37:00
P000653,Tejas Dilip Naik,,Male,1975-05-15,51,Indian,Daily Wage Worker,"476, Temple Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,tejas.naik@example.test,Complainant,2021-01-23,INTELLIGENCE_DB,0.88,2024-12-24T06:08:00,2025-03-25T00:05:00
P002269,Harsh Dhumal,H. Dhumal,Male,1988-04-03,38,Indian,Daily Wage Worker,"701, Ring Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,,Accused,2013-03-09,CASE_DB,0.894,2025-06-04T15:34:00,2025-10-15T14:37:00
P005915,Harsh More,,Male,1971-08-23,55,Indian,Self Employed,"16, Ring Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,harsh.more267@example.test,Accused,2015-01-18,IDENTITY_DB,0.922,2022-11-01T01:07:00,2023-01-06T19:54:00
P002431,Harsh Dilip Sawant,Harsh,Male,1979-10-21,46,Indian,Unemployed,"373, Temple Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,hsawant289@example.test,Victim,2022-03-07,INTELLIGENCE_DB,0.93,2025-06-15T23:59:00,2025-09-15T00:24:00
P001391,Pallavi Kiran Joshi,,Female,1983-07-02,43,Indian,Private Employee,"88, Canal Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,pallavi.joshi@example.test,Victim,2020-09-06,INTELLIGENCE_DB,0.88,2025-10-01T10:31:00,2026-02-28T10:17:00
P006823,Bhavana Prakash Kulkarni,,Female,1991-05-14,35,British,Business Owner,"960, Canal Road, Dhankawadi, Pune",Pune,Pune,Maharashtra,411043,bhavanakulkarni@example.test,Victim,2012-06-14,CASE_DB,0.894,2023-03-27T07:39:00,2026-07-02T06:37:00
P006073,Ananya Dhumal,,Female,1994-01-12,32,Indian,Driver / Transport,"230, Nagar Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,ananya.dhumal879@example.test,Complainant,2017-10-11,FIELD_REPORT,0.852,2020-10-26T18:08:00,2026-07-03T03:54:00
P004980,Pooja Pawar,,Female,1962-11-09,63,Indian,Retired,"13, Link Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,ppawar436@example.test,Accused,2024-02-02,CASE_DB,0.894,2024-07-12T02:18:00,2026-01-02T01:04:00
P006209,Vikas Raj Chavan,,Male,1995-06-06,31,Indian,Unemployed,"762, Main Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,vikas.chavan@example.test,Witness,2015-02-09,IDENTITY_DB,0.922,2018-05-15T13:07:00,2026-05-03T05:32:00
P000430,Amit Anil Chavan,,Male,1992-03-22,34,Indian,Student,"428, College Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,amitchavan@example.test,Victim,2015-08-11,IDENTITY_DB,0.922,2023-03-15T22:52:00,2024-02-23T19:38:00
P005253,Sakshi Anil Patil,,Female,1999-05-14,27,Indian,Private Employee,"929, Canal Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,sakshi.patil732@example.test,Person of Interest,2020-09-28,FIELD_REPORT,0.852,2026-06-12T19:44:00,2026-08-06T19:39:00
P001508,Shruti Kumar Pande,,Female,1988-09-14,37,Indian,Business Owner,"683, College Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,spande199@example.test,Accused,2021-03-14,FIELD_REPORT,0.852,2023-08-04T18:33:00,2024-10-12T03:49:00
P005807,Ananya V Deshmukh,Ananya D.,Female,1988-07-12,38,Indian,Private Employee,"523, Link Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,ananya.deshmukh@example.test,Complainant,2014-08-10,CASE_DB,0.944,2025-11-29T06:33:00,2026-06-06T09:41:00
P004559,Aanya P Deshmukh,,Female,1971-04-08,55,British,Business Owner,"552, Canal Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,aanyadeshmukh@example.test,Witness,2018-04-12,CASE_DB,0.894,2024-03-16T09:01:00,2026-03-05T13:52:00
P005874,Komal Raj Sutar,,Female,1990-09-10,35,Indian,Private Employee,"461, Canal Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,komal.sutar63@example.test,Complainant,2012-02-18,IDENTITY_DB,0.922,2026-08-19T16:40:00,2026-08-21T20:43:00
P004596,Sneha Bhosale,,Female,1978-06-14,48,Indian,Self Employed,"261, College Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,sbhosale956@example.test,Accused,2025-07-14,FIELD_REPORT,0.852,2026-01-13T04:16:00,2026-04-13T02:41:00
P005544,Rohit Mane,,Male,1998-07-26,28,Indian,Government Employee,"709, Main Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,rohit.mane@example.test,Complainant,2024-12-23,IDENTITY_DB,0.922,2026-03-11T02:10:00,2026-05-19T23:35:00
P004423,Vidya Gore,Vidya,Female,1987-01-14,39,Indian,Homemaker,"350, Ring Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,vidyagore@example.test,Other,2015-07-26,IDENTITY_DB,0.972,2025-10-02T04:53:00,2026-02-25T20:01:00
P005211,Meera Prakash Wagh,,Female,1971-12-02,54,Indian,Self Employed,"586, Park Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,meera.wagh213@example.test,Complainant,2015-10-26,CASE_DB,0.894,2019-12-05T23:00:00,2022-05-31T15:25:00
P000679,R. Sutar,R. Sutar,Female,1974-09-28,51,Indian,Daily Wage Worker,"527, Nagar Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,rsutar218@example.test,Witness,2025-12-29,LEGACY_DB,0.874,2026-05-08T14:11:00,2026-08-24T06:24:00
P000621,Shruti Wagh,S. Wagh,Female,1991-06-03,35,Indian,Self Employed,"671, Station Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,shruti.wagh@example.test,Witness,2015-10-24,INTELLIGENCE_DB,0.93,2021-04-29T07:00:00,2023-05-26T10:05:00
P002871,Omkar Shinde,,Male,2006-06-28,20,Indian,Business Owner,"757, Station Road, Dhankawadi, Pune",Pune,Pune,Maharashtra,411043,omkarshinde@example.test,Witness,2012-01-10,LEGACY_DB,0.824,2012-12-11T13:35:00,2026-04-20T09:52:00
P000917,Tejas P Naik,,Male,1991-07-11,35,Indian,Self Employed,"931, Main Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,tejas.naik62@example.test,Victim,2017-08-30,COURT_RECORD,0.908,2026-04-23T03:10:00,2026-07-03T12:48:00
P004013,Swapnil R Deshmukh,,Male,1959-12-14,66,Indian,Retired,"83, Main Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,sdeshmukh298@example.test,Other,2016-05-07,CASE_DB,0.894,2022-03-22T19:55:00,2024-09-09T00:12:00
P006831,Nikhil Kumar Jadhav,,Male,1985-08-03,41,Indian,Skilled Worker,"214, Temple Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,nikhil.jadhav@example.test,Other,2017-08-11,IDENTITY_DB,0.922,2021-07-04T23:46:00,2024-02-05T16:52:00
