phone_id,phone_number,country_code,carrier,circle,activation_date,deactivation_date,phone_status,registered_person_id,source
PH008894,9422029321,+91,Carrier_A,Maharashtra,2024-03-22,,Active,P003313,SYNTH_CDR_DB
PH008895,9989494771,+91,Carrier_A,Maharashtra,2017-01-17,,Active,P004228,SYNTH_TELECOM_DB
PH008896,9673352459,+91,Carrier_B,Maharashtra,2012-09-05,,Active,P003564,SYNTH_TELECOM_DB
PH008897,9475159818,+91,Carrier_B,Maharashtra,2024-07-06,2026-08-29,Inactive,P005992,SYNTH_IDENTITY_DB
PH008898,9642189370,+91,Carrier_A,Maharashtra,2022-11-06,,Active,P002264,SYNTH_IDENTITY_DB
PH008899,9583747877,+91,Carrier_C,Maharashtra,2024-04-03,,Active,P001389,SYNTH_LEGACY_DB
PH008900,9771826971,+91,Carrier_C,Maharashtra,2012-01-06,,Active,P002967,SYNTH_TELECOM_DB
PH008901,9506101485,+91,Carrier_A,Maharashtra,2021-02-24,,Active,P005663,SYNTH_IDENTITY_DB
PH008902,9192269424,+91,Carrier_D,Maharashtra,2018-08-05,2021-01-26,Inactive,P004056,SYNTH_TELECOM_DB
PH008903,9625500791,+91,Carrier_B,Maharashtra,2010-11-15,2011-01-03,Suspended,P000375,SYNTH_TELECOM_DB
PH008904,9331434065,+91,Carrier_B,Maharashtra,2014-12-16,,Active,P004875,SYNTH_IDENTITY_DB
PH008905,9840016978,+91,Carrier_E,Maharashtra,2024-08-29,,Active,P001050,SYNTH_LEGACY_DB
PH008906,9193004171,+91,Carrier_A,Maharashtra,2013-12-20,,Active,P003310,SYNTH_LEGACY_DB
PH008907,9552232051,+91,Carrier_A,Maharashtra,2021-11-17,,Active,P000976,SYNTH_TELECOM_DB
PH008908,9307153158,+91,Carrier_D,Maharashtra,2014-11-03,2021-04-13,Inactive,P006910,SYNTH_CDR_DB
PH008909,9463466446,+91,Carrier_A,Maharashtra,2025-11-24,,Active,P006309,SYNTH_TELECOM_DB
PH008910,9976199085,+91,Carrier_B,Maharashtra,2025-12-02,,Active,P004663,SYNTH_TELECOM_DB
PH008911,9903179056,+91,Carrier_A,Maharashtra,2023-12-23,,Active,P004502,SYNTH_TELECOM_DB
PH008912,9403854514,+91,Carrier_C,Maharashtra,2024-07-01,,Active,P006244,SYNTH_TELECOM_DB
PH008913,9502894554,+91,Carrier_A,Maharashtra,2010-12-06,,Active,P002961,SYNTH_CDR_DB
PH008914,9425606367,+91,Carrier_A,Maharashtra,2019-01-09,2021-08-26,Suspended,P003584,SYNTH_CDR_DB
PH008915,9491029536,+91,Carrier_A,Maharashtra,2019-03-22,,Active,P000603,SYNTH_IDENTITY_DB
PH008916,9274872958,+91,Carrier_D,Maharashtra,2013-09-17,,Active,P000204,SYNTH_TELECOM_DB
PH008917,9731850213,+91,Carrier_A,Maharashtra,2019-07-03,,Active,P005247,SYNTH_TELECOM_DB
PH008918,9884422795,+91,Carrier_A,Maharashtra,2011-01-25,,Active,P006095,SYNTH_CDR_DB
PH008919,9747762702,+91,Carrier_A,Maharashtra,2012-02-21,,Active,P005340,SYNTH_IDENTITY_DB
PH008920,9433887355,+91,Carrier_D,Maharashtra,2022-10-07,,Active,P000242,SYNTH_LEGACY_DB
PH008921,9229649221,+91,Carrier_D,Maharashtra,2014-11-21,,Active,P003798,SYNTH_CDR_DB
PH008922,9543297200,+91,Carrier_D,Maharashtra,2025-07-04,,Active,P001331,SYNTH_TELECOM_DB
PH008923,9790308111,+91,Carrier_C,Maharashtra,2023-02-10,,Active,P003962,SYNTH_TELECOM_DB
PH008924,9769426763,+91,Carrier_A,Maharashtra,2026-06-15,,Active,P003614,SYNTH_TELECOM_DB
PH008925,9505981651,+91,Carrier_E,Maharashtra,2026-01-17,,Active,P002346,SYNTH_CDR_DB
PH008926,9969536733,+91,Carrier_D,Maharashtra,2019-04-23,,Active,P004214,SYNTH_CDR_DB
PH008927,9821224971,+91,Carrier_B,Maharashtra,2017-01-09,,Active,P001510,SYNTH_IDENTITY_DB
PH008928,9922512713,+91,Carrier_A,Maharashtra,2020-12-26,2022-02-04,Suspended,P004003,SYNTH_IDENTITY_DB
PH008929,9773556144,+91,Carrier_B,Maharashtra,2018-05-14,,Active,P004495,SYNTH_TELECOM_DB
PH008930,9731957912,+91,Carrier_C,Maharashtra,2024-11-09,,Active,P005912,SYNTH_LEGACY_DB
PH008931,9601215166,+91,Carrier_A,Maharashtra,2013-10-07,2014-03-02,Inactive,P002084,SYNTH_TELECOM_DB
PH008932,9715170427,+91,Carrier_A,Maharashtra,2018-03-06,,Active,P000060,SYNTH_TELECOM_DB
PH008933,9158682410,+91,Carrier_D,Maharashtra,2020-04-01,2025-04-05,Reassigned,P001395,SYNTH_TELECOM_DB
PH008934,9875374738,+91,Carrier_B,Maharashtra,2024-12-13,,Active,P006291,SYNTH_TELECOM_DB
PH008935,9160880901,+91,Carrier_B,Maharashtra,2011-10-17,,Active,P000252,SYNTH_LEGACY_DB
PH008936,9304236957,+91,Carrier_A,Maharashtra,2020-07-21,2020-12-23,Inactive,P005433,SYNTH_CDR_DB
PH008937,9849729562,+91,Carrier_C,Maharashtra,2019-01-22,,Active,P005233,SYNTH_TELECOM_DB
PH008938,9667959860,+91,Carrier_C,Maharashtra,2016-08-02,2017-09-01,Reassigned,P000629,SYNTH_IDENTITY_DB
PH008939,9250984841,+91,Carrier_B,Maharashtra,2026-03-27,,Active,P005643,SYNTH_CDR_DB
PH008940,9126598507,+91,Carrier_A,Maharashtra,2014-04-01,,Active,P003008,SYNTH_TELECOM_DB
PH008941,9130304361,+91,Carrier_B,Maharashtra,2023-10-13,,Active,P000767,SYNTH_CDR_DB
PH008942,9485676651,+91,Carrier_A,Maharashtra,2016-11-27,,Active,P000679,SYNTH_CDR_DB
PH008943,9369262960,+91,Carrier_A,Maharashtra,2020-09-06,,Active,P006652,SYNTH_LEGACY_DB
PH008944,9714732988,+91,Carrier_E,Maharashtra,2016-06-09,,Active,P001885,SYNTH_TELECOM_DB
PH008945,9832746827,+91,Carrier_C,Maharashtra,2021-10-25,2026-08-29,Reassigned,P003415,SYNTH_LEGACY_DB
PH008946,9570693406,+91,Carrier_D,Maharashtra,2012-11-17,,Active,P000620,SYNTH_TELECOM_DB
PH008947,9586963163,+91,Carrier_A,Maharashtra,2021-11-18,,Active,P000464,SYNTH_CDR_DB
PH008948,9352628581,+91,Carrier_C,Maharashtra,2019-03-16,,Active,P003355,SYNTH_TELECOM_DB
PH008949,9882607168,+91,Carrier_B,Maharashtra,2012-12-25,,Active,P005717,SYNTH_CDR_DB
PH008950,9463450083,+91,Carrier_C,Maharashtra,2010-10-05,,Active,P002728,SYNTH_TELECOM_DB
PH008951,9216438437,+91,Carrier_C,Maharashtra,2024-11-26,,Active,P001541,SYNTH_TELECOM_DB
PH008952,9915523021,+91,Carrier_B,Maharashtra,2012-07-27,2013-05-30,Inactive,P001050,SYNTH_TELECOM_DB
PH008953,9328491900,+91,Carrier_A,Maharashtra,2019-09-07,,Active,P003312,SYNTH_CDR_DB
PH008954,9158239979,+91,Carrier_C,Maharashtra,2018-01-31,,Active,P001864,SYNTH_TELECOM_DB
PH008955,9593339333,+91,Carrier_A,Maharashtra,2020-01-18,,Active,P000711,SYNTH_TELECOM_DB
PH008956,9431212025,+91,Carrier_A,Maharashtra,2012-03-05,,Active,P003592,SYNTH_IDENTITY_DB
PH008957,9709573724,+91,Carrier_A,Maharashtra,2020-06-19,,Active,P003914,SYNTH_LEGACY_DB
PH008958,9342904738,+91,Carrier_C,Maharashtra,2013-02-23,,Active,P005989,SYNTH_TELECOM_DB
PH008959,9558529499,+91,Carrier_A,Maharashtra,2018-08-15,,Active,P004187,SYNTH_CDR_DB
PH008960,9956601050,+91,Carrier_D,Maharashtra,2024-09-25,2024-12-24,Suspended,P003198,SYNTH_TELECOM_DB
PH008961,9141625171,+91,Carrier_A,Maharashtra,2025-03-25,,Active,P005011,SYNTH_TELECOM_DB
PH008962,9420567711,+91,Carrier_B,Maharashtra,2018-09-01,2019-11-29,Inactive,P005166,SYNTH_TELECOM_DB
PH008963,9276986159,+91,Carrier_A,Maharashtra,2015-08-12,2019-08-19,Reassigned,P004459,SYNTH_IDENTITY_DB
PH008964,9776975012,+91,Carrier_A,Maharashtra,2015-03-24,,Active,P005864,SYNTH_CDR_DB
PH008965,9145527731,+91,Carrier_B,Maharashtra,2024-05-12,,Active,P005371,SYNTH_TELECOM_DB
PH008966,9389858212,+91,Carrier_C,Maharashtra,2014-01-26,2020-02-15,Inactive,P001317,SYNTH_LEGACY_DB
PH008967,9812358091,+91,Carrier_B,Maharashtra,2019-09-06,2024-04-28,Reassigned,P002577,SYNTH_LEGACY_DB
PH008968,9339677637,+91,Carrier_C,Maharashtra,2010-05-15,,Active,P006236,SYNTH_TELECOM_DB
PH008969,9998722836,+91,Carrier_D,Maharashtra,2013-08-21,,Active,P004060,SYNTH_TELECOM_DB
PH008970,9736313411,+91,Carrier_B,Maharashtra,2026-05-05,2026-08-29,Inactive,P000464,SYNTH_TELECOM_DB
PH008971,9331374889,+91,Carrier_D,Maharashtra,2011-03-21,,Active,P006330,SYNTH_CDR_DB
PH008972,9613553764,+91,Carrier_C,Maharashtra,2014-11-02,2015-02-26,Inactive,P006586,SYNTH_IDENTITY_DB
PH008973,9562967892,+91,Carrier_A,Maharashtra,2024-05-09,2025-06-25,Suspended,P005903,SYNTH_CDR_DB
PH008974,9790629295,+91,Carrier_B,Maharashtra,2023-07-11,,Active,P003672,SYNTH_TELECOM_DB
PH008975,9941952083,+91,Carrier_A,Maharashtra,2020-10-13,,Active,P000661,SYNTH_IDENTITY_DB
PH008976,9911120154,+91,Carrier_C,Maharashtra,2024-11-06,2026-08-29,Suspended,P000189,SYNTH_TELECOM_DB
PH008977,9511733871,+91,Carrier_B,Maharashtra,2012-07-09,,Active,P001822,SYNTH_LEGACY_DB
PH008978,9808464060,+91,Carrier_A,Maharashtra,2011-08-20,,Active,P005939,SYNTH_TELECOM_DB
PH008979,9211597232,+91,Carrier_A,Maharashtra,2014-05-07,2018-12-25,Inactive,P002380,SYNTH_TELECOM_DB
PH008980,9445378639,+91,Carrier_B,Maharashtra,2018-05-25,,Active,P004036,SYNTH_TELECOM_DB
PH008981,9423340870,+91,Carrier_C,Maharashtra,2016-03-04,,Active,P003320,SYNTH_TELECOM_DB
PH008982,9910313217,+91,Carrier_B,Maharashtra,2012-05-09,,Active,P001166,SYNTH_TELECOM_DB
PH008983,9712718797,+91,Carrier_B,Maharashtra,2014-12-16,2017-03-23,Reassigned,P003315,SYNTH_CDR_DB
PH008984,9491146209,+91,Carrier_A,Maharashtra,2024-07-02,2026-02-17,Reassigned,P004506,SYNTH_TELECOM_DB
PH008985,9511307433,+91,Carrier_A,Maharashtra,2022-08-16,,Active,P005777,SYNTH_TELECOM_DB
PH008986,9831460632,+91,Carrier_B,Maharashtra,2018-12-20,,Active,P000140,SYNTH_TELECOM_DB
PH008987,9529065917,+91,Carrier_B,Maharashtra,2018-04-07,,Active,P004546,SYNTH_TELECOM_DB
PH008988,9628272678,+91,Carrier_B,Maharashtra,2016-01-09,,Active,P002828,SYNTH_TELECOM_DB
PH008989,9841126039,+91,Carrier_B,Maharashtra,2019-09-01,,Active,P002130,SYNTH_TELECOM_DB
PH008990,9551854646,+91,Carrier_D,Maharashtra,2022-05-15,,Active,P006621,SYNTH_CDR_DB
PH008991,9235011845,+91,Carrier_C,Maharashtra,2014-08-10,2014-11-11,Suspended,P001514,SYNTH_LEGACY_DB
PH008992,9757267339,+91,Carrier_B,Maharashtra,2017-12-22,,Active,P003074,SYNTH_TELECOM_DB
PH008993,9775999419,+91,Carrier_B,Maharashtra,2025-07-15,,Active,P004015,SYNTH_TELECOM_DB
PH008994,9414557323,+91,Carrier_B,Maharashtra,2019-05-19,,Active,P006622,SYNTH_TELECOM_DB
PH008995,9258146092,+91,Carrier_B,Maharashtra,2017-07-31,,Active,P000243,SYNTH_CDR_DB
PH008996,9793872110,+91,Carrier_D,Maharashtra,2011-10-16,2016-08-28,Inactive,P006132,SYNTH_TELECOM_DB
PH008997,9805966922,+91,Carrier_B,Maharashtra,2017-06-15,,Active,P004173,SYNTH_TELECOM_DB
PH008998,9623269090,+91,Carrier_B,Maharashtra,2022-10-14,,Active,P001404,SYNTH_CDR_DB
PH008999,9167424663,+91,Carrier_A,Maharashtra,2022-08-08,2024-06-08,Inactive,P002387,SYNTH_IDENTITY_DB
PH009000,9742973057,+91,Carrier_D,Maharashtra,2013-12-18,2014-08-21,Inactive,P004322,SYNTH_TELECOM_DB
PH009001,9375510946,+91,Carrier_C,Maharashtra,2023-01-11,,Active,P002984,SYNTH_CDR_DB
PH009002,9445063826,+91,Carrier_A,Maharashtra,2011-06-06,2012-05-01,Inactive,P006068,SYNTH_TELECOM_DB
PH009003,9947396291,+91,Carrier_E,Maharashtra,2021-08-09,2026-08-29,Inactive,P005781,SYNTH_TELECOM_DB
PH009004,9515897438,+91,Carrier_B,Maharashtra,2015-10-17,2016-11-07,Inactive,P003684,SYNTH_IDENTITY_DB
PH009005,9841723304,+91,Carrier_C,Maharashtra,2020-04-11,,Active,P003649,SYNTH_CDR_DB
PH009006,9438148062,+91,Carrier_D,Maharashtra,2022-07-18,,Active,P002033,SYNTH_CDR_DB
PH009007,9753818137,+91,Carrier_A,Maharashtra,2020-07-05,2021-07-23,Inactive,P002907,SYNTH_TELECOM_DB
PH009008,9574461618,+91,Carrier_B,Maharashtra,2011-11-23,,Active,P006818,SYNTH_TELECOM_DB
PH009009,9409874611,+91,Carrier_B,Maharashtra,2015-08-19,,Active,P002838,SYNTH_TELECOM_DB
PH009010,9804724598,+91,Carrier_C,Maharashtra,2019-01-15,2021-12-30,Inactive,P004514,SYNTH_LEGACY_DB
PH009011,9622726248,+91,Carrier_A,Maharashtra,2010-01-17,2010-08-14,Inactive,P003370,SYNTH_TELECOM_DB
PH009012,9193416059,+91,Carrier_A,Maharashtra,2025-10-19,2026-08-29,Suspended,P001004,SYNTH_TELECOM_DB
PH009013,9366450841,+91,Carrier_C,Maharashtra,2025-04-29,,Active,P000930,SYNTH_TELECOM_DB
PH009014,9600005496,+91,Carrier_B,Maharashtra,2014-02-22,,Active,P004318,SYNTH_IDENTITY_DB
PH009015,9784102224,+91,Carrier_E,Maharashtra,2025-11-01,,Active,P003297,SYNTH_IDENTITY_DB
PH009016,9303972362,+91,Carrier_A,Maharashtra,2023-10-24,,Active,P003762,SYNTH_IDENTITY_DB
PH009017,9108970796,+91,Carrier_A,Maharashtra,2012-04-22,2017-04-29,Inactive,P005992,SYNTH_TELECOM_DB
PH009018,9875411274,+91,Carrier_A,Maharashtra,2019-09-03,,Active,P003023,SYNTH_TELECOM_DB
PH009019,9774372041,+91,Carrier_A,Maharashtra,2019-06-03,,Active,P004199,SYNTH_TELECOM_DB
PH009020,9735883116,+91,Carrier_E,Maharashtra,2013-11-16,2014-08-16,Suspended,P001279,SYNTH_LEGACY_DB
PH009021,9413920785,+91,Carrier_C,Maharashtra,2014-01-06,,Active,P006900,SYNTH_TELECOM_DB
PH009022,9550676258,+91,Carrier_C,Maharashtra,2025-06-30,,Active,P002211,SYNTH_IDENTITY_DB
PH009023,9476347600,+91,Carrier_D,Maharashtra,2025-04-21,,Active,P006582,SYNTH_IDENTITY_DB
PH009024,9303375671,+91,Carrier_E,Maharashtra,2021-07-05,2023-06-24,Suspended,P001572,SYNTH_CDR_DB
PH009025,9428456633,+91,Carrier_D,Maharashtra,2024-05-16,2024-12-10,Inactive,P004305,SYNTH_LEGACY_DB
PH009026,9803365961,+91,Carrier_A,Maharashtra,2012-10-06,,Active,P003250,SYNTH_IDENTITY_DB
PH009027,9301796302,+91,Carrier_B,Maharashtra,2013-09-16,,Active,P000401,SYNTH_LEGACY_DB
PH009028,9986072824,+91,Carrier_D,Maharashtra,2013-10-10,,Active,P004337,SYNTH_TELECOM_DB
PH009029,9840110419,+91,Carrier_B,Maharashtra,2020-08-29,,Active,P002417,SYNTH_CDR_DB
PH009030,9246936133,+91,Carrier_C,Maharashtra,2015-02-15,,Active,P005230,SYNTH_TELECOM_DB
PH009031,9516507883,+91,Carrier_C,Maharashtra,2025-07-11,,Active,P003928,SYNTH_TELECOM_DB
PH009032,9257317790,+91,Carrier_E,Maharashtra,2025-10-19,,Active,P002081,SYNTH_TELECOM_DB
PH009033,9317914657,+91,Carrier_C,Maharashtra,2018-09-11,,Active,P003798,SYNTH_TELECOM_DB
PH009034,9185012586,+91,Carrier_E,Maharashtra,2019-03-19,,Active,P000890,SYNTH_CDR_DB
PH009035,9522586008,+91,Carrier_D,Maharashtra,2020-12-17,,Active,P004270,SYNTH_IDENTITY_DB
PH009036,9492998916,+91,Carrier_A,Maharashtra,2021-09-24,,Active,P005007,SYNTH_TELECOM_DB
PH009037,9973907447,+91,Carrier_C,Maharashtra,2015-05-29,2020-10-07,Inactive,P005551,SYNTH_TELECOM_DB
PH009038,9987262521,+91,Carrier_B,Maharashtra,2025-02-02,,Active,P003354,SYNTH_TELECOM_DB
PH009039,9775365604,+91,Carrier_A,Maharashtra,2022-10-25,,Active,P006544,SYNTH_CDR_DB
PH009040,9630972681,+91,Carrier_A,Maharashtra,2017-09-22,2021-01-24,Inactive,P001241,SYNTH_LEGACY_DB
PH009041,9701179666,+91,Carrier_C,Maharashtra,2020-12-21,,Active,P001646,SYNTH_IDENTITY_DB
PH009042,9811997768,+91,Carrier_B,Maharashtra,2014-08-11,,Active,P006877,SYNTH_LEGACY_DB
PH009043,9437389015,+91,Carrier_A,Maharashtra,2022-10-06,2026-08-29,Inactive,P006437,SYNTH_CDR_DB
PH009044,9412114690,+91,Carrier_C,Maharashtra,2023-02-06,2025-07-12,Suspended,P002728,SYNTH_TELECOM_DB
PH009045,9696880488,+91,Carrier_A,Maharashtra,2021-06-15,,Active,P000428,SYNTH_CDR_DB
PH009046,9890290706,+91,Carrier_E,Maharashtra,2014-10-17,,Active,P002510,SYNTH_TELECOM_DB
PH009047,9206041589,+91,Carrier_D,Maharashtra,2012-04-15,,Active,P005724,SYNTH_CDR_DB
PH009048,9389239105,+91,Carrier_E,Maharashtra,2011-04-23,,Active,P000337,SYNTH_LEGACY_DB
PH009049,9494622839,+91,Carrier_D,Maharashtra,2016-02-08,,Active,P002229,SYNTH_TELECOM_DB
PH009050,9763913640,+91,Carrier_E,Maharashtra,2014-09-24,,Active,P002329,SYNTH_CDR_DB
PH009051,9521958412,+91,Carrier_C,Maharashtra,2020-09-04,,Active,P001509,SYNTH_TELECOM_DB
PH009052,9748541257,+91,Carrier_C,Maharashtra,2018-05-15,,Active,P006190,SYNTH_CDR_DB
PH009053,9302742921,+91,Carrier_A,Maharashtra,2012-09-23,,Active,P000237,SYNTH_TELECOM_DB
PH009054,9267800754,+91,Carrier_A,Maharashtra,2012-06-14,,Active,P002591,SYNTH_TELECOM_DB
PH009055,9155919914,+91,Carrier_A,Maharashtra,2012-01-09,2013-02-08,Suspended,P006010,SYNTH_IDENTITY_DB
PH009056,9690294250,+91,Carrier_A,Maharashtra,2010-12-28,,Active,P006652,SYNTH_TELECOM_DB
PH009057,9542257741,+91,Carrier_C,Maharashtra,2022-10-03,,Active,P002584,SYNTH_TELECOM_DB
PH009058,9960076804,+91,Carrier_C,Maharashtra,2025-07-31,,Active,P006478,SYNTH_TELECOM_DB
PH009059,9363787075,+91,Carrier_A,Maharashtra,2023-10-10,,Active,P001203,SYNTH_TELECOM_DB
PH009060,9411708007,+91,Carrier_A,Maharashtra,2011-07-03,,Active,P004720,SYNTH_TELECOM_DB
PH009061,9202755285,+91,Carrier_A,Maharashtra,2024-03-01,2024-10-06,Suspended,P005294,SYNTH_TELECOM_DB
PH009062,9104005357,+91,Carrier_C,Maharashtra,2026-08-13,,Active,P002137,SYNTH_TELECOM_DB
PH009063,9166112309,+91,Carrier_D,Maharashtra,2026-08-13,,Active,P004540,SYNTH_CDR_DB
PH009064,9877931178,+91,Carrier_E,Maharashtra,2019-01-10,,Active,P004487,SYNTH_LEGACY_DB
PH009065,9250833776,+91,Carrier_B,Maharashtra,2018-07-15,,Active,P004092,SYNTH_TELECOM_DB
PH009066,9341685014,+91,Carrier_B,Maharashtra,2016-05-27,,Active,P001400,SYNTH_TELECOM_DB
PH009067,9140705682,+91,Carrier_A,Maharashtra,2024-11-13,2026-08-29,Inactive,P000448,SYNTH_TELECOM_DB
PH009068,9121360376,+91,Carrier_A,Maharashtra,2010-02-07,2017-09-30,Reassigned,P005070,SYNTH_IDENTITY_DB
PH009069,9870686287,+91,Carrier_D,Maharashtra,2012-05-29,,Active,P000416,SYNTH_TELECOM_DB
PH009070,9273967227,+91,Carrier_C,Maharashtra,2013-11-26,,Active,P003538,SYNTH_TELECOM_DB
PH009071,9673597154,+91,Carrier_A,Maharashtra,2014-06-29,,Active,P003778,SYNTH_TELECOM_DB
PH009072,9243044687,+91,Carrier_B,Maharashtra,2016-03-03,,Active,P006309,SYNTH_CDR_DB
PH009073,9441173410,+91,Carrier_B,Maharashtra,2011-10-24,,Active,P001985,SYNTH_TELECOM_DB
PH009074,9437260870,+91,Carrier_A,Maharashtra,2019-07-10,,Active,P004953,SYNTH_TELECOM_DB
PH009075,9759355324,+91,Carrier_C,Maharashtra,2016-05-30,,Active,P005544,SYNTH_TELECOM_DB
PH009076,9480464353,+91,Carrier_C,Maharashtra,2013-03-07,2015-04-03,Suspended,P002752,SYNTH_TELECOM_DB
PH009077,9762501687,+91,Carrier_E,Maharashtra,2023-09-19,,Active,P002722,SYNTH_TELECOM_DB
PH009078,9468739832,+91,Carrier_D,Maharashtra,2010-01-19,,Active,P001950,SYNTH_TELECOM_DB
PH009079,9644971378,+91,Carrier_D,Maharashtra,2012-04-05,2013-12-21,Suspended,P006869,SYNTH_CDR_DB
PH009080,9716649251,+91,Carrier_A,Maharashtra,2020-07-12,,Active,P004785,SYNTH_TELECOM_DB
PH009081,9675910849,+91,Carrier_B,Maharashtra,2024-01-16,,Active,P000199,SYNTH_TELECOM_DB
PH009082,9402092880,+91,Carrier_B,Maharashtra,2010-07-30,,Active,P006522,SYNTH_IDENTITY_DB
PH009083,9164741816,+91,Carrier_D,Maharashtra,2025-10-08,,Active,P000275,SYNTH_CDR_DB
PH009084,9994135234,+91,Carrier_B,Maharashtra,2020-07-08,,Active,P004948,SYNTH_IDENTITY_DB
PH009085,9104750500,+91,Carrier_B,Maharashtra,2018-10-21,,Active,P002593,SYNTH_TELECOM_DB
PH009086,9377047389,+91,Carrier_D,Maharashtra,2016-07-17,,Active,P001305,SYNTH_TELECOM_DB
PH009087,9262572598,+91,Carrier_B,Maharashtra,2023-05-28,,Active,P004012,SYNTH_CDR_DB
PH009088,9420842348,+91,Carrier_C,Maharashtra,2016-01-09,,Active,P002579,SYNTH_IDENTITY_DB
PH009089,9102774464,+91,Carrier_B,Maharashtra,2025-04-06,,Active,P001126,SYNTH_LEGACY_DB
PH009090,9406548447,+91,Carrier_C,Maharashtra,2015-08-11,,Active,P002474,SYNTH_TELECOM_DB
PH009091,9734968908,+91,Carrier_E,Maharashtra,2019-07-23,2020-08-18,Inactive,P005288,SYNTH_CDR_DB
PH009092,9460921343,+91,Carrier_A,Maharashtra,2014-03-15,2019-02-19,Inactive,P000999,SYNTH_TELECOM_DB
PH009093,9510277249,+91,Carrier_A,Maharashtra,2022-07-23,,Active,P005276,SYNTH_IDENTITY_DB
PH009094,9418194584,+91,Carrier_C,Maharashtra,2011-09-20,,Active,P002071,SYNTH_TELECOM_DB
PH009095,9478795933,+91,Carrier_B,Maharashtra,2012-11-07,,Active,P003849,SYNTH_CDR_DB
PH009096,9961026395,+91,Carrier_D,Maharashtra,2022-02-12,,Active,P006041,SYNTH_IDENTITY_DB
PH009097,9930671256,+91,Carrier_C,Maharashtra,2023-03-07,,Active,P000623,SYNTH_LEGACY_DB
PH009098,9128430519,+91,Carrier_C,Maharashtra,2013-07-08,,Active,P003527,SYNTH_CDR_DB
PH009099,9237671811,+91,Carrier_B,Maharashtra,2022-03-11,,Active,P000443,SYNTH_TELECOM_DB
PH009100,9260542968,+91,Carrier_A,Maharashtra,2010-10-31,,Active,P006095,SYNTH_CDR_DB
PH009101,9921344249,+91,Carrier_C,Maharashtra,2012-04-26,,Active,P005233,SYNTH_IDENTITY_DB
PH009102,9964516288,+91,Carrier_D,Maharashtra,2017-03-18,,Active,P006721,SYNTH_TELECOM_DB
PH009103,9228988120,+91,Carrier_D,Maharashtra,2019-03-10,,Active,P002691,SYNTH_IDENTITY_DB
PH009104,9382437355,+91,Carrier_A,Maharashtra,2025-05-30,,Active,P004465,SYNTH_IDENTITY_DB
PH009105,9377544570,+91,Carrier_B,Maharashtra,2010-09-15,,Active,P001697,SYNTH_TELECOM_DB
PH009106,9224248213,+91,Carrier_A,Maharashtra,2020-07-13,2021-09-26,Suspended,P002386,SYNTH_TELECOM_DB
PH009107,9525038584,+91,Carrier_A,Maharashtra,2025-06-15,2025-08-07,Inactive,P006589,SYNTH_TELECOM_DB
PH009108,9460150913,+91,Carrier_B,Maharashtra,2019-03-29,2024-05-04,Inactive,P006407,SYNTH_TELECOM_DB
PH009109,9371596355,+91,Carrier_A,Maharashtra,2022-12-09,,Active,P005568,SYNTH_LEGACY_DB
PH009110,9427037501,+91,Carrier_A,Maharashtra,2020-09-17,,Active,P004761,SYNTH_CDR_DB
PH009111,9193051162,+91,Carrier_A,Maharashtra,2015-09-18,,Active,P004592,SYNTH_LEGACY_DB
PH009112,9215504016,+91,Carrier_C,Maharashtra,2024-12-25,,Active,P003818,SYNTH_LEGACY_DB
PH009113,9595632855,+91,Carrier_E,Maharashtra,2023-10-19,2025-10-05,Suspended,P003649,SYNTH_LEGACY_DB
PH009114,9812796534,+91,Carrier_A,Maharashtra,2019-10-04,,Active,P006022,SYNTH_TELECOM_DB
PH009115,9399708635,+91,Carrier_A,Maharashtra,2010-11-22,,Active,P005889,SYNTH_TELECOM_DB
PH009116,9115711524,+91,Carrier_B,Maharashtra,2023-11-04,2025-03-13,Inactive,P002879,SYNTH_TELECOM_DB
PH009117,9664727152,+91,Carrier_A,Maharashtra,2018-10-30,,Active,P000052,SYNTH_CDR_DB
PH009118,9426125395,+91,Carrier_B,Maharashtra,2010-05-07,2015-05-31,Inactive,P005971,SYNTH_LEGACY_DB
PH009119,9831610877,+91,Carrier_B,Maharashtra,2014-08-08,2015-06-28,Suspended,P006452,SYNTH_TELECOM_DB
PH009120,9641995504,+91,Carrier_B,Maharashtra,2015-05-18,,Active,P004153,SYNTH_TELECOM_DB
PH009121,9806410443,+91,Carrier_C,Maharashtra,2012-01-04,,Active,P002591,SYNTH_LEGACY_DB
PH009122,9306496391,+91,Carrier_A,Maharashtra,2026-02-23,,Active,P005660,SYNTH_CDR_DB
PH009123,9748472480,+91,Carrier_D,Maharashtra,2021-11-27,,Active,P001562,SYNTH_LEGACY_DB
PH009124,9157296121,+91,Carrier_B,Maharashtra,2024-09-17,,Active,P006233,SYNTH_CDR_DB
PH009125,9253641741,+91,Carrier_A,Maharashtra,2013-10-07,2014-05-10,Suspended,P006028,SYNTH_TELECOM_DB
PH009126,9169941605,+91,Carrier_B,Maharashtra,2025-06-27,,Active,P006997,SYNTH_IDENTITY_DB
PH009127,9573402040,+91,Carrier_B,Maharashtra,2016-06-07,,Active,P002462,SYNTH_TELECOM_DB
PH009128,9342163265,+91,Carrier_E,Maharashtra,2020-10-28,,Active,P002536,SYNTH_TELECOM_DB
PH009129,9531220668,+91,Carrier_A,Maharashtra,2016-06-08,,Active,P006363,SYNTH_LEGACY_DB
PH009130,9876244977,+91,Carrier_C,Maharashtra,2022-12-12,,Active,P001515,SYNTH_TELECOM_DB
