document_id,case_id,document_type,document_date,language,narrative_text,source_officer,document_status,text_quality
DOC008029,C008029,Statement,2020-04-22,English,"On 22 March 2020 at approximately 01:45 hrs, Nandini Shinde was reported in connection with a rioting incident in the Yerawada area, Pune. D. Pande was identified as another person relevant to the inquiry. The record notes vehicle MH15EU5944 and contact number 9434615759 in connection with the reported events. The matter was registered on 24 March 2020 under IPC 147 and assigned to investigating officer IO0003.",IO0003,Reviewed,0.955
DOC008030,C008030,FIR,2018-10-19,English,"On 05 September 2018 at approximately 06:25 hrs, Nikita Sutar was reported in connection with a forgery incident in the Shivajinagar area, Pune. Harsh Desai was identified as another person relevant to the inquiry. The record notes vehicle MH42AN3780 and contact number 9773348779 in connection with the reported events. The matter was registered on 19 September 2018 under IPC 465 and assigned to investigating officer IO0085.",IO0085,Reviewed,0.971
DOC008031,C008031,Case Summary,2019-05-16,English,"On 26 April 2019 at approximately 20:57 hrs, Aarav Prakash Mane was reported in connection with a theft in dwelling house incident in the Dhankawadi area, Pune. Vikas Gaikwad was identified as another person relevant to the inquiry. The record notes vehicle MH12ZL3798 and contact number 9412704207 in connection with the reported events. The matter was registered on 06 May 2019 under IPC 380 and assigned to investigating officer IO0028.",IO0028,Final,0.95
DOC008032,C008032,Investigation Note,2020-03-09,English,"On 12 February 2020 at approximately 20:51 hrs, Akash Ramesh Naik was reported in connection with a theft of property incident in the Viman Nagar area, Pune. Abhishek D Pawar was identified as another person relevant to the inquiry. The record notes vehicle MH15FQ8254 and contact number 9483157461 in connection with the reported events. The matter was registered on 22 February 2020 under IPC 379 and assigned to investigating officer IO0231.",IO0231,Final,0.943
DOC008033,C008033,Investigation Note,2020-08-01,English,"On 26 June 2020 at approximately 20:31 hrs, Vikas Ramesh Jadhav was reported in connection with a house-breaking / house-trespass incident in the Yerawada area, Pune. Ritesh Mane was identified as another person relevant to the inquiry. The record notes vehicle MH14CQ5918 and contact number 9907954800 in connection with the reported events. The matter was registered on 03 July 2020 under IPC 454 and assigned to investigating officer IO0034.",IO0034,Final,0.968
DOC008034,C008034,FIR,2022-10-09,English,"On 03 October 2022 at approximately 18:47 hrs, Mrunal Gaikwad was reported in connection with a criminal intimidation incident in the Hadapsar area, Pune. Aarav R Thakur was identified as another person relevant to the inquiry. The record notes vehicle MH12TC7427 and contact number 9146628067 in connection with the reported events. The matter was registered on 04 October 2022 under IPC 506 and assigned to investigating officer IO0172.",IO0172,Reviewed,0.939
DOC008035,C008035,FIR,2018-03-15,English,"On 15 February 2018 at approximately 18:49 hrs, Siddharth Kulkarni was reported in connection with a voluntarily causing hurt incident in the Dhankawadi area, Pune. Kavya Anil Gaikwad was identified as another person relevant to the inquiry. The record notes vehicle MH42BN9249 and contact number 9975546829 in connection with the reported events. The matter was registered on 26 February 2018 under IPC 323 and assigned to investigating officer IO0202.",IO0202,Reviewed,0.974
DOC008036,C008036,FIR,2020-05-14,English,"On 17 April 2020 at approximately 15:22 hrs, Pallavi Kale was reported in connection with a robbery with preparation for hurt incident in the Hadapsar area, Pune. Mayur Kadam was identified as another person relevant to the inquiry. The record notes vehicle MH14KB8570 and contact number 9201160973 in connection with the reported events. The matter was registered on 27 April 2020 under IPC 393 and assigned to investigating officer IO0256.",IO0256,Final,0.989
DOC008037,C008037,FIR,2021-10-30,English,"On 20 October 2021 at approximately 11:05 hrs, Manish Joshi was reported in connection with a theft of property incident in the Aundh area, Pune. Akash Wagh was identified as another person relevant to the inquiry. The record notes vehicle MH12VG5424 and contact number 9927911865 in connection with the reported events. The matter was registered on 20 October 2021 under IPC 379 and assigned to investigating officer IO0288.",IO0288,Final,0.975
DOC008038,C008038,Investigation Note,2019-09-22,English,"On 21 August 2019 at approximately 06:42 hrs, Tejas K More was reported in connection with a cheating incident in the Bhosari area, Pune. Rahul Anil Sharma was identified as another person relevant to the inquiry. The record notes vehicle MH15LF4834 and contact number 9904835626 in connection with the reported events. The matter was registered on 24 August 2019 under IPC 420 and assigned to investigating officer IO0215.",IO0215,Archived,0.951
DOC008039,C008039,Statement,2020-01-10,English,"On 12 December 2019 at approximately 14:55 hrs, Anjali Dhumal was reported in connection with a theft of property incident in the Swargate area, Pune. Saurabh Mane was identified as another person relevant to the inquiry. The record notes vehicle MH12RZ1375 and contact number 9145828314 in connection with the reported events. The matter was registered on 18 December 2019 under IPC 379 and assigned to investigating officer IO0226.",IO0226,Reviewed,0.942
DOC008040,C008040,FIR,2019-04-10,English,"On 06 March 2019 at approximately 11:11 hrs, Swapnil Ramesh Deshmukh was reported in connection with a voluntarily causing hurt incident in the Vishrantwadi area, Pune. Aanya Dilip Pawar was identified as another person relevant to the inquiry. The record notes vehicle MH15EF4999 and contact number 9919894581 in connection with the reported events. The matter was registered on 20 March 2019 under IPC 323 and assigned to investigating officer IO0247.",IO0247,Final,0.975
DOC008041,C008041,FIR,2018-08-23,English,"On 24 July 2018 at approximately 12:00 hrs, Dhruv A Salunkhe was reported in connection with a voluntarily causing hurt incident in the Swargate area, Pune. Madhura Shinde was identified as another person relevant to the inquiry. The record notes vehicle MH15VY2935 and contact number 9345557919 in connection with the reported events. The matter was registered on 30 July 2018 under IPC 323 and assigned to investigating officer IO0321.",IO0321,Archived,0.978
DOC008042,C008042,FIR,2018-09-10,English,"On 04 September 2018 at approximately 05:27 hrs, Pallavi Kulkarni was reported in connection with a house-breaking / house-trespass incident in the Aundh area, Pune. Vaishnavi R Pawar was identified as another person relevant to the inquiry. The record notes vehicle MH12NO5503 and contact number 9776905902 in connection with the reported events. The matter was registered on 05 September 2018 under IPC 454 and assigned to investigating officer IO0086.",IO0086,Archived,0.98
DOC008043,C008043,Investigation Note,2024-02-27,English,"On 22 January 2024 at approximately 21:15 hrs, Tanvi Dilip Sawant was reported in connection with a cheating by personation / cyber fraud incident in the Chinchwad area, Pune. Vidya Patil was identified as another person relevant to the inquiry. The record notes vehicle MH15EX5890 and contact number 9317852791 in connection with the reported events. The matter was registered on 28 January 2024 under IPC 419/420 and assigned to investigating officer IO0043.",IO0043,Reviewed,0.984
DOC008044,C008044,Statement,2023-10-11,English,"On 07 September 2023 at approximately 03:35 hrs, Amit Kumar Kadam was reported in connection with a grievous hurt incident in the Wakad area, Pune. Deepa Gaikwad was identified as another person relevant to the inquiry. The record notes vehicle MH42PY5485 and contact number 9168217132 in connection with the reported events. The matter was registered on 13 September 2023 under IPC 325 and assigned to investigating officer IO0260.",IO0260,Final,0.979
DOC008045,C008045,Statement,2024-07-07,English,"On 29 June 2024 at approximately 14:58 hrs, Tejas More was reported in connection with a robbery with preparation for hurt incident in the Hadapsar area, Pune. G. Shinde was identified as another person relevant to the inquiry. The record notes vehicle MH12HY1822 and contact number 9584196094 in connection with the reported events. The matter was registered on 30 June 2024 under IPC 393 and assigned to investigating officer IO0192.",IO0192,Reviewed,0.966
DOC008046,C008046,FIR,2022-10-31,English,"On 05 October 2022 at approximately 12:50 hrs, Sneha Kadam was reported in connection with a voluntarily causing hurt incident in the Kondhwa area, Pune. Deepa Salunkhe was identified as another person relevant to the inquiry. The record notes vehicle MH15RW4296 and contact number 9308710096 in connection with the reported events. The matter was registered on 18 October 2022 under IPC 323 and assigned to investigating officer IO0007.",IO0007,Final,0.952
DOC008047,C008047,FIR,2022-01-19,English,"On 28 December 2021 at approximately 00:23 hrs, Mahi Gaikwad was reported in connection with a cheating incident in the Pimpri area, Pune. Sonali Salunkhe was identified as another person relevant to the inquiry. The record notes vehicle MH15DK2091 and contact number 9293850538 in connection with the reported events. The matter was registered on 07 January 2022 under IPC 420 and assigned to investigating officer IO0042.",IO0042,Reviewed,0.926
DOC008048,C008048,FIR,2018-04-13,English,"On 01 March 2018 at approximately 10:51 hrs, Kajal Jadhav was reported in connection with a theft of property incident in the Bhosari area, Pune. Pranav Sawant was identified as another person relevant to the inquiry. The record notes vehicle MH15EG5896 and contact number 9673451800 in connection with the reported events. The matter was registered on 14 March 2018 under IPC 379 and assigned to investigating officer IO0239.",IO0239,Final,0.976
DOC008049,C008049,Investigation Note,2023-02-19,English,"On 19 January 2023 at approximately 09:50 hrs, Akash Patil was reported in connection with a robbery incident in the Viman Nagar area, Pune. Sneha Ramesh Naik was identified as another person relevant to the inquiry. The record notes vehicle MH15MP8785 and contact number 9759739163 in connection with the reported events. The matter was registered on 25 January 2023 under IPC 392 and assigned to investigating officer IO0171.",IO0171,Reviewed,0.982
DOC008050,C008050,Case Summary,2019-02-02,English,"On 30 January 2019 at approximately 19:12 hrs, Rohit Prakash Pande was reported in connection with a grievous hurt incident in the Kondhwa area, Pune. Atharva Sutar was identified as another person relevant to the inquiry. The record notes vehicle MH15IL5785 and contact number 9934787637 in connection with the reported events. The matter was registered on 30 January 2019 under IPC 325 and assigned to investigating officer IO0264.",IO0264,Reviewed,0.937
DOC008051,C008051,Case Summary,2021-02-08,English,"On 25 January 2021 at approximately 23:11 hrs, Dhruv Bhosale was reported in connection with a forgery incident in the Hadapsar area, Pune. Shiv W. was identified as another person relevant to the inquiry. The record notes vehicle MH12JN4453 and contact number 9342861828 in connection with the reported events. The matter was registered on 27 January 2021 under IPC 465 and assigned to investigating officer IO0115.",IO0115,Draft,0.974
DOC008052,C008052,FIR,2019-10-08,English,"On 06 September 2019 at approximately 22:43 hrs, Kavya Wagh was reported in connection with a mischief causing damage incident in the Katraj area, Pune. Mahi Bhosale was identified as another person relevant to the inquiry. The record notes vehicle MH14TO9259 and contact number 9896281225 in connection with the reported events. The matter was registered on 18 September 2019 under IPC 427 and assigned to investigating officer IO0321.",IO0321,Final,0.963
DOC008053,C008053,FIR,2018-04-01,English,"On 14 March 2018 at approximately 09:03 hrs, Ananya Dilip Gore was reported in connection with a theft of property incident in the Yerawada area, Pune. Aanya Dhumal was identified as another person relevant to the inquiry. The record notes vehicle MH12YS2452 and contact number 9772140996 in connection with the reported events. The matter was registered on 24 March 2018 under IPC 379 and assigned to investigating officer IO0242.",IO0242,Archived,0.974
DOC008054,C008054,Investigation Note,2018-05-24,English,"On 30 April 2018 at approximately 16:12 hrs, Aniket K Sharma was reported in connection with a robbery incident in the Swargate area, Pune. Arjun Sawant was identified as another person relevant to the inquiry. The record notes vehicle MH12WT5879 and contact number 9504794455 in connection with the reported events. The matter was registered on 06 May 2018 under IPC 392 and assigned to investigating officer IO0205.",IO0205,Final,0.954
DOC008055,C008055,FIR,2021-03-10,English,"On 10 February 2021 at approximately 17:46 hrs, Yash Thakur was reported in connection with a rioting incident in the Dhankawadi area, Pune. Atharva Sutar was identified as another person relevant to the inquiry. The record notes vehicle MH42WC2871 and contact number 9967266798 in connection with the reported events. The matter was registered on 22 February 2021 under IPC 147 and assigned to investigating officer IO0314.",IO0314,Reviewed,0.934
DOC008056,C008056,FIR,2021-05-29,English,"On 26 April 2021 at approximately 11:25 hrs, Nandini Gore was reported in connection with a theft in dwelling house incident in the Yerawada area, Pune. Simran Vijay Desai was identified as another person relevant to the inquiry. The record notes vehicle MH15TZ1167 and contact number 9366177623 in connection with the reported events. The matter was registered on 29 April 2021 under IPC 380 and assigned to investigating officer IO0044.",IO0044,Draft,0.959
DOC008057,C008057,FIR,2018-11-21,English,"On 01 November 2018 at approximately 18:46 hrs, Atharva Wagh was reported in connection with a forgery incident in the Shivajinagar area, Pune. Amit Shinde was identified as another person relevant to the inquiry. The record notes vehicle MH14UM3005 and contact number 9182816250 in connection with the reported events. The matter was registered on 06 November 2018 under IPC 465 and assigned to investigating officer IO0279.",IO0279,Reviewed,0.952
DOC008058,C008058,Case Summary,2022-04-23,English,"On 02 April 2022 at approximately 16:39 hrs, Vivek Pande was reported in connection with a cheating incident in the Kondhwa area, Pune. Nandini Sawant was identified as another person relevant to the inquiry. The record notes vehicle MH12IX3088 and contact number 9887739451 in connection with the reported events. The matter was registered on 13 April 2022 under IPC 420 and assigned to investigating officer IO0236.",IO0236,Final,0.934
DOC008059,C008059,Statement,2021-11-21,English,"On 13 October 2021 at approximately 06:21 hrs, Komal Sawant was reported in connection with a criminal breach of trust incident in the Vishrantwadi area, Pune. Deepa Shinde was identified as another person relevant to the inquiry. The record notes vehicle MH42XJ4938 and contact number 9918143719 in connection with the reported events. The matter was registered on 25 October 2021 under IPC 406 and assigned to investigating officer IO0163.",IO0163,Final,0.926
DOC008060,C008060,Case Summary,2023-01-27,English,"On 02 January 2023 at approximately 07:19 hrs, Saurabh Kadam was reported in connection with a criminal intimidation incident in the Chinchwad area, Pune. Nikhil Prakash Mane was identified as another person relevant to the inquiry. The record notes vehicle MH15TB8468 and contact number 9223460947 in connection with the reported events. The matter was registered on 10 January 2023 under IPC 506 and assigned to investigating officer IO0072.",IO0072,Reviewed,0.956
DOC008061,C008061,Statement,2020-04-29,English,"On 25 April 2020 at approximately 21:52 hrs, Aarav Sanjay Bhosale was reported in connection with a robbery incident in the Pimpri area, Pune. Simran P. was identified as another person relevant to the inquiry. The record notes vehicle MH14MZ6618 and contact number 9506096476 in connection with the reported events. The matter was registered on 26 April 2020 under IPC 392 and assigned to investigating officer IO0245.",IO0245,Final,0.971
DOC008062,C008062,FIR,2020-05-15,English,"On 19 April 2020 at approximately 07:58 hrs, Neha Raj Mane was reported in connection with a voluntarily causing hurt incident in the Baner area, Pune. Yash Raj Kulkarni was identified as another person relevant to the inquiry. The record notes vehicle MH14IL7232 and contact number 9164517493 in connection with the reported events. The matter was registered on 23 April 2020 under IPC 323 and assigned to investigating officer IO0242.",IO0242,Archived,0.963
DOC008063,C008063,Investigation Note,2019-06-14,English,"On 01 June 2019 at approximately 07:01 hrs, Saurabh Sharma was reported in connection with a theft of property incident in the Kondhwa area, Pune. Aditya Wagh was identified as another person relevant to the inquiry. The record notes vehicle MH12BX3806 and contact number 9294402770 in connection with the reported events. The matter was registered on 09 June 2019 under IPC 379 and assigned to investigating officer IO0055.",IO0055,Reviewed,0.959
DOC008064,C008064,FIR,2018-05-26,English,"On 05 May 2018 at approximately 17:10 hrs, Pranav Kadam was reported in connection with a theft of property incident in the Kondhwa area, Pune. Dhruv Bhosale was identified as another person relevant to the inquiry. The record notes vehicle MH15RO9264 and contact number 9182395848 in connection with the reported events. The matter was registered on 11 May 2018 under IPC 379 and assigned to investigating officer IO0276.",IO0276,Reviewed,0.936
DOC008065,C008065,Statement,2022-05-07,English,"On 26 April 2022 at approximately 06:53 hrs, Rohit Prakash Pande was reported in connection with a theft of property incident in the Kondhwa area, Pune. Aditya Thakur was identified as another person relevant to the inquiry. The record notes vehicle MH42AA7555 and contact number 9482062041 in connection with the reported events. The matter was registered on 02 May 2022 under IPC 379 and assigned to investigating officer IO0159.",IO0159,Final,0.954
DOC008066,C008066,Statement,2023-12-14,English,"On 24 November 2023 at approximately 06:58 hrs, Saurabh Kulkarni was reported in connection with a robbery incident in the Vishrantwadi area, Pune. Madhura Kumar Gore was identified as another person relevant to the inquiry. The record notes vehicle MH42PQ2763 and contact number 9436119262 in connection with the reported events. The matter was registered on 24 November 2023 under IPC 392 and assigned to investigating officer IO0279.",IO0279,Reviewed,0.936
DOC008067,C008067,FIR,2021-07-16,English,"On 26 June 2021 at approximately 14:20 hrs, Sahil Ramesh Thakur was reported in connection with a house-breaking / house-trespass incident in the Viman Nagar area, Pune. Vivek Gaikwad was identified as another person relevant to the inquiry. The record notes vehicle MH42XF5861 and contact number 9737247817 in connection with the reported events. The matter was registered on 01 July 2021 under IPC 454 and assigned to investigating officer IO0027.",IO0027,Final,0.964
DOC008068,C008068,FIR,2022-01-13,English,"On 02 January 2022 at approximately 08:00 hrs, R. Wagh was reported in connection with a cheating incident in the Aundh area, Pune. Priya Jadhav was identified as another person relevant to the inquiry. The record notes vehicle MH12ZR5519 and contact number 9215144623 in connection with the reported events. The matter was registered on 10 January 2022 under IPC 420 and assigned to investigating officer IO0243.",IO0243,Reviewed,0.954
DOC008069,C008069,FIR,2019-02-19,English,"On 27 January 2019 at approximately 16:31 hrs, Amit Shinde was reported in connection with a theft in dwelling house incident in the Vishrantwadi area, Pune. Aditi Sawant was identified as another person relevant to the inquiry. The record notes vehicle MH14MK1481 and contact number 9489613721 in connection with the reported events. The matter was registered on 06 February 2019 under IPC 380 and assigned to investigating officer IO0273.",IO0273,Reviewed,0.984
DOC008070,C008070,Investigation Note,2022-12-14,English,"On 30 November 2022 at approximately 03:23 hrs, Saurabh Prakash Dhumal was reported in connection with a theft of property incident in the Wakad area, Pune. Abhishek Sanjay Sutar was identified as another person relevant to the inquiry. The record notes vehicle MH12ZP8141 and contact number 9158177767 in connection with the reported events. The matter was registered on 14 December 2022 under IPC 379 and assigned to investigating officer IO0186.",IO0186,Archived,0.983
DOC008071,C008071,Investigation Note,2020-03-23,English,"On 20 March 2020 at approximately 17:50 hrs, Atharva Sutar was reported in connection with a cheating incident in the Chinchwad area, Pune. Mayur Mane was identified as another person relevant to the inquiry. The record notes vehicle MH12VR7546 and contact number 9582434348 in connection with the reported events. The matter was registered on 23 March 2020 under IPC 420 and assigned to investigating officer IO0319.",IO0319,Final,0.934
DOC008072,C008072,FIR,2020-04-14,English,"On 28 March 2020 at approximately 08:04 hrs, N. Kale was reported in connection with a theft of property incident in the Kondhwa area, Pune. Manish Mane was identified as another person relevant to the inquiry. The record notes vehicle MH15QH6339 and contact number 9684171603 in connection with the reported events. The matter was registered on 06 April 2020 under IPC 379 and assigned to investigating officer IO0202.",IO0202,Draft,0.964
DOC008073,C008073,Statement,2020-02-06,English,"On 31 January 2020 at approximately 13:24 hrs, Sakshi Salunkhe was reported in connection with a assault / criminal force to woman incident in the Shivajinagar area, Pune. Aditya Ramesh Jadhav was identified as another person relevant to the inquiry. The record notes vehicle MH12TE9642 and contact number 9297269657 in connection with the reported events. The matter was registered on 06 February 2020 under IPC 354 and assigned to investigating officer IO0059.",IO0059,Final,0.945
DOC008074,C008074,FIR,2021-03-06,English,"On 01 February 2021 at approximately 18:16 hrs, Simran Gore was reported in connection with a criminal breach of trust incident in the Swargate area, Pune. Sneha Wagh was identified as another person relevant to the inquiry. The record notes vehicle MH12EV4569 and contact number 9965118611 in connection with the reported events. The matter was registered on 12 February 2021 under IPC 406 and assigned to investigating officer IO0168.",IO0168,Reviewed,0.94
DOC008075,C008075,FIR,2022-10-12,English,"On 11 September 2022 at approximately 22:04 hrs, Shubham Deshmukh was reported in connection with a robbery incident in the Chinchwad area, Pune. Madhura Vijay Shinde was identified as another person relevant to the inquiry. The record notes vehicle MH42FI8905 and contact number 9278544264 in connection with the reported events. The matter was registered on 12 September 2022 under IPC 392 and assigned to investigating officer IO0207.",IO0207,Archived,0.922
DOC008076,C008076,FIR,2022-12-10,English,"On 02 December 2022 at approximately 19:15 hrs, Simran Mahesh Jadhav was reported in connection with a house-breaking / house-trespass incident in the Chinchwad area, Pune. Rohan Kumar Naik was identified as another person relevant to the inquiry. The record notes vehicle MH15OO9781 and contact number 9473876709 in connection with the reported events. The matter was registered on 07 December 2022 under IPC 454 and assigned to investigating officer IO0303.",IO0303,Reviewed,0.977
DOC008077,C008077,FIR,2021-01-17,English,"On 15 December 2020 at approximately 06:32 hrs, Gaurav Sawant was reported in connection with a cheating incident in the Swargate area, Pune. M. Patil was identified as another person relevant to the inquiry. The record notes vehicle MH14HJ3041 and contact number 9146825348 in connection with the reported events. The matter was registered on 25 December 2020 under IPC 420 and assigned to investigating officer IO0113.",IO0113,Final,0.96
DOC008078,C008078,Investigation Note,2022-09-18,English,"On 13 August 2022 at approximately 09:48 hrs, Riya Wagh was reported in connection with a mischief causing damage incident in the Hadapsar area, Pune. Sneha Pande was identified as another person relevant to the inquiry. The record notes vehicle MH14EX1489 and contact number 9286304263 in connection with the reported events. The matter was registered on 22 August 2022 under IPC 427 and assigned to investigating officer IO0076.",IO0076,Final,0.96
DOC008079,C008079,Statement,2021-03-18,English,"On 18 February 2021 at approximately 13:39 hrs, Swati Gaikwad was reported in connection with a house-breaking / house-trespass incident in the Hadapsar area, Pune. S. Kulkarni was identified as another person relevant to the inquiry. The record notes vehicle MH14UR5890 and contact number 9868083625 in connection with the reported events. The matter was registered on 19 February 2021 under IPC 454 and assigned to investigating officer IO0177.",IO0177,Archived,0.937
DOC008080,C008080,FIR,2021-06-05,English,"On 13 May 2021 at approximately 14:45 hrs, Amit Dilip Jadhav was reported in connection with a sexual harassment incident in the Katraj area, Pune. Tejas Sanjay Salunkhe was identified as another person relevant to the inquiry. The record notes vehicle MH15FL9920 and contact number 9265697189 in connection with the reported events. The matter was registered on 19 May 2021 under IPC 354A and assigned to investigating officer IO0035.",IO0035,Final,0.989
DOC008081,C008081,FIR,2020-01-06,English,"On 08 December 2019 at approximately 22:03 hrs, Vaishnavi Prakash Jadhav was reported in connection with a house-breaking / house-trespass incident in the Swargate area, Pune. Isha V Gaikwad was identified as another person relevant to the inquiry. The record notes vehicle MH42NG6489 and contact number 9988135720 in connection with the reported events. The matter was registered on 16 December 2019 under IPC 454 and assigned to investigating officer IO0209.",IO0209,Reviewed,0.938
DOC008082,C008082,Investigation Note,2022-07-29,English,"On 29 June 2022 at approximately 13:35 hrs, Riya Wagh was reported in connection with a criminal breach of trust incident in the Vishrantwadi area, Pune. Aniket K Pande was identified as another person relevant to the inquiry. The record notes vehicle MH14TZ1518 and contact number 9829608399 in connection with the reported events. The matter was registered on 30 June 2022 under IPC 406 and assigned to investigating officer IO0305.",IO0305,Final,0.948
DOC008083,C008083,FIR,2019-02-04,English,"On 27 January 2019 at approximately 08:41 hrs, Madhura M Gaikwad was reported in connection with a robbery incident in the Pimpri area, Pune. Nikhil Prakash Bhosale was identified as another person relevant to the inquiry. The record notes vehicle MH15ZA4920 and contact number 9360418998 in connection with the reported events. The matter was registered on 27 January 2019 under IPC 392 and assigned to investigating officer IO0293.",IO0293,Reviewed,0.99
DOC008084,C008084,Statement,2018-12-02,English,"On 22 November 2018 at approximately 20:31 hrs, Shubham Wagh was reported in connection with a cheating incident in the Chinchwad area, Pune. Nikita A Kale was identified as another person relevant to the inquiry. The record notes vehicle MH12ZC9520 and contact number 9914729013 in connection with the reported events. The matter was registered on 27 November 2018 under IPC 420 and assigned to investigating officer IO0084.",IO0084,Draft,0.932
DOC008085,C008085,Statement,2020-08-28,English,"On 19 July 2020 at approximately 01:35 hrs, Bhavana V Sutar was reported in connection with a possession-related offence incident in the Hadapsar area, Pune. Aanya Ramesh Kulkarni was identified as another person relevant to the inquiry. The record notes vehicle MH14WE7501 and contact number 9358619910 in connection with the reported events. The matter was registered on 31 July 2020 under IPC 272/273 and assigned to investigating officer IO0347.",IO0347,Reviewed,0.965
DOC008086,C008086,Statement,2019-06-29,English,"On 24 June 2019 at approximately 07:11 hrs, Kunal Mahesh Pawar was reported in connection with a house-breaking / house-trespass incident in the Swargate area, Pune. Neha Salunkhe was identified as another person relevant to the inquiry. The record notes vehicle MH14BI7687 and contact number 9390784027 in connection with the reported events. The matter was registered on 27 June 2019 under IPC 454 and assigned to investigating officer IO0346.",IO0346,Reviewed,0.935
DOC008087,C008087,FIR,2020-07-01,English,"On 16 June 2020 at approximately 01:12 hrs, Siddharth Kumar Pande was reported in connection with a theft of property incident in the Katraj area, Pune. Harsh Patil was identified as another person relevant to the inquiry. The record notes vehicle MH42ZB9041 and contact number 9130070396 in connection with the reported events. The matter was registered on 30 June 2020 under IPC 379 and assigned to investigating officer IO0007.",IO0007,Archived,0.925
DOC008088,C008088,FIR,2021-02-13,English,"On 31 January 2021 at approximately 07:22 hrs, Yash Kulkarni was reported in connection with a robbery incident in the Katraj area, Pune. Pallavi Vijay Bhosale was identified as another person relevant to the inquiry. The record notes vehicle MH14RK1278 and contact number 9873448460 in connection with the reported events. The matter was registered on 07 February 2021 under IPC 392 and assigned to investigating officer IO0120.",IO0120,Final,0.959
DOC008089,C008089,FIR,2022-04-17,English,"On 06 April 2022 at approximately 17:27 hrs, Isha Ramesh Naik was reported in connection with a mischief causing damage incident in the Yerawada area, Pune. Rahul Patil was identified as another person relevant to the inquiry. The record notes vehicle MH15PC6362 and contact number 9990789627 in connection with the reported events. The matter was registered on 07 April 2022 under IPC 427 and assigned to investigating officer IO0338.",IO0338,Reviewed,0.963
DOC008090,C008090,Statement,2020-01-24,English,"On 16 December 2019 at approximately 19:04 hrs, Bhavana Dilip Kadam was reported in connection with a criminal intimidation incident in the Swargate area, Pune. Sahil Pande was identified as another person relevant to the inquiry. The record notes vehicle MH14ZK7738 and contact number 9837717866 in connection with the reported events. The matter was registered on 25 December 2019 under IPC 506 and assigned to investigating officer IO0023.",IO0023,Archived,0.974
DOC008091,C008091,FIR,2020-10-31,English,"On 21 October 2020 at approximately 00:21 hrs, Amit Mahesh Naik was reported in connection with a cheating by personation / cyber fraud incident in the Wakad area, Pune. Atharva Wagh was identified as another person relevant to the inquiry. The record notes vehicle MH15AX2517 and contact number 9121247955 in connection with the reported events. The matter was registered on 26 October 2020 under IPC 419/420 and assigned to investigating officer IO0250.",IO0250,Reviewed,0.944
DOC008092,C008092,FIR,2021-09-26,English,"On 18 September 2021 at approximately 20:43 hrs, Pallavi Sharma was reported in connection with a criminal intimidation incident in the Viman Nagar area, Pune. Swapnil P. was identified as another person relevant to the inquiry. The record notes vehicle MH15VX6831 and contact number 9925824047 in connection with the reported events. The matter was registered on 26 September 2021 under IPC 506 and assigned to investigating officer IO0125.",IO0125,Reviewed,0.936
DOC008093,C008093,FIR,2020-04-13,English,"On 29 March 2020 at approximately 11:35 hrs, Isha Wagh was reported in connection with a mischief causing damage incident in the Dhankawadi area, Pune. Neha R Bhosale was identified as another person relevant to the inquiry. The record notes vehicle MH14GB9307 and contact number 9989182922 in connection with the reported events. The matter was registered on 06 April 2020 under IPC 427 and assigned to investigating officer IO0220.",IO0220,Reviewed,0.944
DOC008094,C008094,Statement,2021-12-16,English,"On 05 December 2021 at approximately 14:37 hrs, Simran R Patil was reported in connection with a theft of property incident in the Vishrantwadi area, Pune. Siddharth Kiran Joshi was identified as another person relevant to the inquiry. The record notes vehicle MH42AY6889 and contact number 9913566366 in connection with the reported events. The matter was registered on 15 December 2021 under IPC 379 and assigned to investigating officer IO0044.",IO0044,Reviewed,0.95
DOC008095,C008095,FIR,2023-04-25,English,"On 13 March 2023 at approximately 12:28 hrs, Ritesh Kumar Joshi was reported in connection with a forgery incident in the Wakad area, Pune. Riya Sharma was identified as another person relevant to the inquiry. The record notes vehicle MH12JB3673 and contact number 9282956590 in connection with the reported events. The matter was registered on 26 March 2023 under IPC 465 and assigned to investigating officer IO0137.",IO0137,Final,0.96
DOC008096,C008096,Investigation Note,2024-01-08,English,"On 08 December 2023 at approximately 19:36 hrs, Aarav Wagh was reported in connection with a unlawful assembly incident in the Yerawada area, Pune. Vivek A Sutar was identified as another person relevant to the inquiry. The record notes vehicle MH14GZ2961 and contact number 9757289118 in connection with the reported events. The matter was registered on 18 December 2023 under IPC 141 and assigned to investigating officer IO0259.",IO0259,Reviewed,0.976
DOC008097,C008097,FIR,2024-01-29,English,"On 21 January 2024 at approximately 22:33 hrs, Priya Naik was reported in connection with a theft of property incident in the Viman Nagar area, Pune. Shubham Chavan was identified as another person relevant to the inquiry. The record notes vehicle MH42MG3552 and contact number 9978635370 in connection with the reported events. The matter was registered on 21 January 2024 under IPC 379 and assigned to investigating officer IO0192.",IO0192,Final,0.973
DOC008098,C008098,Investigation Note,2024-02-24,English,"On 16 January 2024 at approximately 05:43 hrs, Deepa Joshi was reported in connection with a cheating incident in the Aundh area, Pune. Anjali Shinde was identified as another person relevant to the inquiry. The record notes vehicle MH12NU3492 and contact number 9193628800 in connection with the reported events. The matter was registered on 28 January 2024 under IPC 420 and assigned to investigating officer IO0269.",IO0269,Final,0.923
